customer_id,total_spend
CUST5642,30439.900000000005
CUST3742,31872.11
CUST6532,19207.64
CUST4839,27267.850000000002
CUST3287,44711.090000000004
CUST5387,34253.66
CUST9442,28044.49
CUST2939,36907.97
CUST9623,31562.9
CUST7928,40574.03
CUST6296,43187.05
CUST1828,47810.19
CUST8858,27837.159999999996
CUST3523,33446.61
CUST6753,28398.269999999997
CUST5423,17726.5
CUST8921,30268.78
CUST9206,24782.89
CUST5006,20587.260000000002
CUST7851,22809.76
CUST1951,38986.78
CUST3106,16217.219999999998
CUST6376,17901.57
CUST3367,44171.399999999994
CUST6117,8903.74
CUST4940,52947.560000000005
CUST2840,25979.510000000002
CUST5267,20063.21
CUST9067,47784.98
CUST9619,24397.260000000002
CUST9680,25152.920000000002
CUST7912,35004.92
CUST5145,21931.040000000005
CUST6235,54966.64000000001
CUST3045,31242.030000000006
CUST1812,2683.8199999999997
CUST8862,25590.750000000004
CUST3580,16311.0
CUST3519,44842.229999999996
CUST6769,36117.18
CUST5419,50480.439999999995
CUST5480,43261.64
CUST9345,24256.719999999998
CUST9124,19769.500000000004
CUST5678,17040.690000000002
CUST3778,31394.23
CUST6508,21543.880000000005
CUST6591,38784.880000000005
CUST4803,22134.809999999998
CUST6054,24320.059999999998
CUST3224,32653.979999999996
CUST5324,32906.95
CUST9478,26948.479999999992
CUST2903,40356.99999999999
CUST2451,23422.62
CUST7621,23177.84
CUST8294,49709.5
CUST4551,32167.629999999997
CUST1721,22401.93
CUST4094,25131.340000000004
CUST8751,35640.35
CUST2194,39037.20999999999
CUST7185,40692.84999999999
CUST8530,21601.819999999996
CUST1085,40259.229999999996
CUST4730,37408.630000000005
CUST1540,26426.34
CUST2630,43884.079999999994
CUST7440,18116.21
CUST6919,40322.25
CUST6980,58333.68000000001
CUST8612,25229.239999999998
CUST7762,25357.7
CUST2512,19877.47
CUST9869,8591.49
CUST1662,21940.84
CUST4412,21060.65
CUST1403,40448.25
CUST4673,21244.690000000002
CUST7503,23477.890000000003
CUST2773,33665.05
CUST5891,28298.519999999993
CUST5808,31275.65
CUST3991,21665.35
CUST8473,32130.95
CUST3908,42799.4
CUST7126,31464.369999999995
CUST2356,35442.79
CUST5971,46367.270000000004
CUST3871,17462.309999999998
CUST8593,28502.760000000002
CUST1026,49511.439999999995
CUST4256,20830.469999999998
CUST4793,40982.56
CUST8056,28356.38
CUST2693,29991.499999999996
CUST9910,22809.84
CUST9989,31094.359999999993
CUST7682,18024.460000000003
CUST8237,22865.460000000003
CUST1782,31981.96
CUST1247,25278.54
CUST4037,32262.26
CUST6860,10916.91
CUST7347,33595.189999999995
CUST2137,16774.61
CUST8115,20374.609999999997
CUST1439,27246.43
CUST4649,23477.27
CUST7539,38770.74
CUST2749,34211.18
CUST5832,31928.04
CUST2215,24944.89
CUST7065,27716.070000000003
CUST4315,38150.170000000006
CUST1165,44955.1
CUST3932,40730.85
CUST6923,25222.589999999997
CUST8449,49261.74
CUST8628,27147.43
CUST4174,27676.479999999996
CUST1304,26752.05
CUST2074,26010.04
CUST7204,21622.29
CUST7758,34192.55
CUST9853,23386.539999999997
CUST1658,22605.25
CUST2528,20249.82
CUST4428,12929.970000000001
CUST8374,23828.63
CUST7620,40111.21
CUST2450,24496.390000000003
CUST8295,25918.940000000002
CUST1720,21312.42
CUST4550,30588.420000000002
CUST4095,21898.570000000003
CUST8750,11327.970000000001
CUST2195,28268.99
CUST7184,30653.34
CUST8531,64823.14
CUST1084,22829.020000000004
CUST1541,21869.57
CUST4731,32454.31
CUST7441,29701.4
CUST2631,32571.409999999996
CUST6981,23414.11
CUST8613,38025.14000000001
CUST6918,22076.75
CUST2513,35014.079999999994
CUST7763,33683.479999999996
CUST9868,28471.859999999997
CUST4413,29983.26
CUST1663,24833.74
CUST4672,24533.16
CUST1402,21646.270000000004
CUST2772,28210.78
CUST7502,34695.049999999996
CUST5809,30769.44
CUST5890,18469.019999999997
CUST8472,22853.97
CUST3909,10870.390000000001
CUST3990,42519.19000000001
CUST2357,33139.98
CUST7127,24370.159999999996
CUST5970,8114.01
CUST8592,36496.829999999994
CUST3870,34931.479999999996
CUST4257,22895.079999999998
CUST1027,32470.160000000003
CUST4792,22770.03
CUST8057,16549.36
CUST2692,32233.230000000003
CUST9988,16303.58
CUST7683,47875.56
CUST9911,29569.98
CUST8236,39815.240000000005
CUST1783,22249.23
CUST4036,44588.73999999999
CUST1246,17504.43
CUST6861,10813.83
CUST2136,30515.499999999996
CUST7346,27343.79
CUST8114,10571.44
CUST4648,38544.52
CUST1438,17036.94
CUST2748,12570.55
CUST7538,18395.26
CUST5833,25030.23
CUST7064,32585.250000000004
CUST2214,18928.530000000002
CUST1164,36001.009999999995
CUST4314,40850.28
CUST3933,24551.53
CUST8448,26385.76
CUST8629,31763.019999999997
CUST6922,23164.670000000002
CUST1305,29174.66
CUST4175,50263.62
CUST7205,32848.729999999996
CUST2075,20193.25
CUST9852,23345.870000000003
CUST2529,14588.74
CUST7759,27500.36
CUST4429,24184.65
CUST1659,33823.22000000001
CUST8375,18706.37
CUST9500,18049.45
CUST9599,41196.2
CUST5700,24463.24
CUST5799,46375.28
CUST3600,30425.640000000003
CUST3699,27955.72
CUST6470,33888.969999999994
CUST3461,36841.48
CUST6611,38998.490000000005
CUST8983,24978.75
CUST6688,22374.940000000002
CUST5561,24736.7
CUST9761,20060.46
CUST9186,31555.530000000002
CUST5643,25534.16
CUST6533,38802.7
CUST3743,39828.340000000004
CUST4838,23283.57
CUST3286,16164.81
CUST5386,21979.82
CUST2938,29934.7
CUST7929,26896.360000000004
CUST9443,14600.9
CUST9622,43132.67
CUST6297,43456.15999999999
CUST1829,26112.72
CUST6752,24294.41
CUST8859,33945.840000000004
CUST3522,33530.7
CUST5422,48654.89
CUST8920,25089.600000000002
CUST9207,24076.46
CUST5007,11439.12
CUST7850,23850.47
CUST1950,15792.859999999999
CUST6377,23763.879999999997
CUST3107,29140.729999999996
CUST6116,18566.09
CUST3366,20865.11
CUST4941,24355.73
CUST2841,18995.190000000002
CUST5266,30285.880000000005
CUST9066,30209.089999999997
CUST7913,28594.36
CUST9618,36534.66
CUST9681,31100.62
CUST5144,20570.99
CUST3044,27451.64
CUST6234,45195.61000000001
CUST1813,31855.25
CUST3581,34793.26
CUST6768,26080.5
CUST3518,22354.319999999996
CUST8863,31539.27
CUST5481,23791.03
CUST5418,32578.25
CUST9344,52353.28000000001
CUST9125,24355.300000000003
CUST5679,24084.649999999998
CUST6509,23507.309999999998
CUST3779,35920.17
CUST6590,15373.690000000002
CUST4802,42269.2
CUST3225,35209.08
CUST6055,7019.389999999999
CUST5325,22890.11
CUST2902,28975.939999999995
CUST9479,19584.239999999998
CUST6283,37630.75
CUST9636,19862.77
CUST5436,38672.329999999994
CUST6746,29879.89
CUST3536,44730.9
CUST6527,18741.3
CUST3757,14161.27
CUST9192,22846.980000000003
CUST5657,8636.92
CUST5392,28288.58
CUST9457,35159.719999999994
CUST3292,15327.970000000001
CUST9229,32360.89
CUST5575,37594.56999999999
CUST3475,27897.189999999995
CUST6605,42766.409999999996
CUST8997,11534.399999999998
CUST6359,25462.640000000003
CUST3129,28422.659999999996
CUST5029,28433.48
CUST9775,29486.040000000005
CUST9514,15393.61
CUST5248,28393.429999999997
CUST6138,28239.850000000002
CUST3348,28135.409999999996
CUST3614,28993.839999999997
CUST6464,17913.989999999998
CUST5714,35145.899999999994
CUST9048,15825.21
CUST6584,23234.03
CUST9131,28866.309999999998
CUST5331,18868.289999999997
CUST2916,37699.659999999996
CUST4816,23519.53
CUST3231,30548.02
CUST6041,23174.46
CUST3050,27430.47
CUST6220,22127.21
CUST1807,34960.74
CUST9695,16982.91
CUST7907,22167.56
CUST5150,20707.079999999994
CUST5495,37831.64
CUST9350,28268.38
CUST3595,21456.769999999997
CUST8877,34279.03999999999
CUST2855,19816.280000000002
CUST5272,17670.16
CUST6102,22187.86
CUST3372,19234.140000000003
CUST4955,22932.980000000003
CUST9072,10272.04
CUST9213,22599.64
CUST8934,34570.840000000004
CUST1944,40358.83
CUST6363,18722.18
CUST3113,16335.36
CUST5013,16214.949999999999
CUST7844,13137.83
CUST2766,24889.579999999998
CUST7516,31707.059999999998
CUST4666,29887.3
CUST1416,12139.48
CUST8466,41600.66
CUST3984,25375.499999999996
CUST5884,20040.5
CUST8607,21642.44
CUST6995,10702.92
CUST4407,23629.58
CUST1677,19506.35
CUST2507,11888.380000000001
CUST7777,35393.31
CUST8525,24114.25
CUST4279,18097.59
CUST1090,28222.560000000005
CUST1009,18822.329999999998
CUST7190,20123.21
CUST2379,19246.86
CUST7109,36943.350000000006
CUST7455,33917.6
CUST2625,17552.3
CUST1555,30944.259999999995
CUST4725,22526.28
CUST8079,22070.399999999998
CUST8218,23868.499999999996
CUST8281,27600.229999999996
CUST1734,17961.33
CUST4544,40560.34999999999
CUST7634,19111.46
CUST2444,22111.090000000004
CUST2118,27568.25
CUST7368,15436.72
CUST4018,19854.96
CUST2181,42671.41999999999
CUST4081,26275.070000000003
CUST1268,22134.510000000002
CUST8744,28129.76
CUST7211,37078.79
CUST7288,30022.16
CUST2061,21592.07
CUST6936,41300.450000000004
CUST1311,39145.88
CUST1388,27592.11
CUST4161,20193.409999999996
CUST8361,33626.34
CUST9846,32292.89
CUST8199,35728.95
CUST8100,23924.819999999996
CUST1170,19901.299999999996
CUST4399,7980.0
CUST4300,34670.85
CUST3927,32461.68
CUST5827,21254.59
CUST2299,18659.42
CUST7070,27738.11
CUST2200,24993.869999999995
CUST8222,45367.33000000001
CUST1797,41552.48
CUST7697,20749.839999999997
CUST9905,14577.599999999999
CUST2122,19906.3
CUST7352,37471.020000000004
CUST4022,22136.059999999998
CUST1252,22358.39
CUST6875,31834.34
CUST8586,18301.53
CUST3864,19272.56
CUST4243,35089.43
CUST1033,27880.64
CUST2343,17082.200000000004
CUST7133,25422.880000000005
CUST5964,40933.66
CUST2686,27463.98
CUST4786,44987.649999999994
CUST8043,53278.36
CUST7517,23791.55
CUST2767,19816.620000000003
CUST1417,40893.9
CUST4667,13823.880000000001
CUST3985,29505.730000000003
CUST8467,34414.020000000004
CUST5885,25904.08
CUST8606,31867.649999999994
CUST6994,19136.04
CUST1676,8553.140000000001
CUST4406,35867.69
CUST7776,29004.37
CUST2506,20346.46
CUST8524,17345.530000000002
CUST1008,13497.06
CUST1091,14166.15
CUST7108,18945.019999999997
CUST4278,22453.940000000002
CUST2378,38089.560000000005
CUST7191,16616.61
CUST2624,19019.260000000002
CUST7454,38969.33
CUST4724,45314.869999999995
CUST1554,29002.620000000003
CUST8078,27030.079999999998
CUST8280,57246.05
CUST8219,11251.49
CUST4545,13462.22
CUST1735,36194.12
CUST2445,28944.099999999995
CUST7635,23255.779999999995
CUST2180,37120.17
CUST7369,36873.48
CUST2119,29886.68
CUST4080,30526.08
CUST1269,36817.520000000004
CUST4019,17433.7
CUST8745,21012.47
CUST7289,31633.619999999995
CUST2060,32109.25
CUST7210,35309.92
CUST6937,58235.369999999995
CUST1389,24514.180000000004
CUST4160,39691.01999999999
CUST1310,11340.689999999999
CUST8360,20733.070000000003
CUST9847,22772.7
CUST8101,29651.35
CUST8198,34651.030000000006
CUST4301,21925.510000000002
CUST1171,35310.799999999996
CUST4398,31471.42
CUST3926,36168.0
CUST5826,18371.370000000003
CUST2201,17916.71
CUST7071,35340.77
CUST2298,12436.989999999998
CUST8223,45748.56
CUST1796,18708.21
CUST9904,59328.18000000001
CUST7696,34415.99
CUST7353,24599.71
CUST2123,21193.65
CUST1253,22626.770000000004
CUST4023,40992.030000000006
CUST6874,28745.760000000002
CUST3865,11435.960000000001
CUST8587,29446.24
CUST1032,30712.75
CUST4242,25437.809999999998
CUST7132,11821.63
CUST2342,14971.999999999998
CUST5965,22478.53
CUST2687,23452.309999999998
CUST4787,27757.800000000003
CUST8042,22195.48
CUST6282,28935.800000000003
CUST9637,29848.2
CUST5437,27533.95
CUST3537,38727.2
CUST6747,37743.39
CUST3756,45179.43000000001
CUST6526,24155.390000000003
CUST9193,11444.159999999998
CUST5656,20450.810000000005
CUST5393,25513.519999999997
CUST9456,31438.0
CUST3293,21562.550000000003
CUST9228,27659.420000000002
CUST5574,25536.41
CUST8996,24224.309999999998
CUST3474,42349.26
CUST6604,26086.960000000003
CUST3128,34323.43
CUST6358,18323.95
CUST5028,38055.17
CUST9774,20300.42
CUST9515,18941.11
CUST5249,14136.82
CUST3349,22453.420000000002
CUST6139,29296.989999999998
CUST6465,27343.670000000002
CUST3615,11819.56
CUST5715,15146.669999999998
CUST9049,24359.780000000002
CUST6585,23370.429999999997
CUST9130,39322.659999999996
CUST5330,30255.179999999993
CUST2917,46674.86
CUST4817,30548.049999999996
CUST6040,25743.600000000002
CUST3230,8652.07
CUST6221,15544.099999999999
CUST3051,36010.24
CUST1806,24204.039999999997
CUST7906,31752.789999999997
CUST9694,20850.469999999998
CUST5151,31556.01
CUST5494,35968.98
CUST9351,22455.769999999993
CUST8876,21648.47
CUST3594,32624.940000000002
CUST2854,48785.63
CUST5273,51442.25
CUST3373,36426.380000000005
CUST6103,31299.75
CUST4954,17275.37
CUST9073,34619.14
CUST9212,32308.89
CUST8935,37679.03999999999
CUST1945,29406.850000000002
CUST3112,10434.54
CUST6362,40785.29
CUST5012,31830.63
CUST7845,30325.429999999997
CUST8385,25663.32
CUST1630,25502.269999999997
CUST4440,31629.719999999998
CUST7730,24347.41
CUST2540,25892.549999999996
CUST2085,30423.53
CUST4185,7346.41
CUST8640,13612.86
CUST8421,24202.49
CUST1194,35847.979999999996
CUST7094,10399.189999999999
CUST7551,50227.43
CUST2721,23793.45
CUST1451,39781.770000000004
CUST4621,26479.47
CUST6891,17992.0
CUST8703,32904.68
CUST6808,28450.29
CUST4503,21208.38
CUST1773,26042.640000000003
CUST9978,28581.760000000002
CUST2403,15694.35
CUST7673,48290.43
CUST2662,13572.869999999999
CUST7412,41871.36
CUST4762,20809.710000000003
CUST1512,14769.329999999998
CUST8562,45214.049999999996
CUST3819,22232.21
CUST3880,23057.94
CUST5919,24363.48
CUST5980,27235.739999999998
CUST8482,23498.11
CUST3960,33334.95
CUST4347,27952.86
CUST1137,29718.72
CUST2247,19536.600000000002
CUST7037,30071.300000000003
CUST5860,19322.3
CUST2782,22806.7
CUST4682,52284.62999999999
CUST8147,28031.739999999998
CUST8326,20069.190000000002
CUST1693,32462.0
CUST9898,38179.46000000001
CUST7793,25762.68
CUST9801,16241.69
CUST2026,42707.340000000004
CUST7256,43051.84000000001
CUST4126,18763.95
CUST1356,31056.170000000002
CUST6971,13817.76
CUST2658,28520.89
CUST7428,16065.84
CUST8004,25755.319999999996
CUST4758,26564.449999999997
CUST1528,35877.12
CUST1074,27884.869999999995
CUST4204,32669.589999999997
CUST8558,25666.439999999995
CUST3823,29731.480000000003
CUST5923,37181.590000000004
CUST7174,28042.22
CUST2304,11123.53
CUST7315,26397.289999999997
CUST2165,19276.719999999998
CUST8739,30936.24
CUST6832,24505.810000000005
CUST1215,16213.27
CUST4065,31438.24
CUST4539,28899.469999999998
CUST1749,35184.95
CUST8265,19830.16
CUST2439,18288.730000000003
CUST9942,23105.62
CUST7649,30021.77
CUST9410,19679.9
CUST9489,16644.260000000002
CUST3710,15203.49
CUST6560,32491.08000000001
CUST3789,44671.259999999995
CUST5610,27824.6
CUST5689,11249.089999999998
CUST5471,18154.08
CUST6798,25507.059999999998
CUST3571,13455.369999999999
CUST6701,38876.76
CUST8893,29952.460000000006
CUST9671,22977.079999999998
CUST6423,26579.46
CUST3653,19499.58
CUST9096,18869.31
CUST5753,34206.01
CUST5296,33330.15
CUST2828,29130.36
CUST9553,30284.53
CUST4928,23411.28
CUST3396,29977.640000000003
CUST6387,27750.29
CUST1939,31226.680000000004
CUST7839,35736.71
CUST9732,27853.73
CUST5532,18934.519999999997
CUST6642,30341.65
CUST3432,22197.94
CUST8949,21360.9
CUST9317,38323.47
CUST8830,13194.78
CUST1840,40642.219999999994
CUST6267,21795.61
CUST3017,6309.73
CUST5117,20162.53
CUST7940,26658.76
CUST2951,24745.589999999997
CUST5376,13909.05
CUST6006,33927.11
CUST3276,20863.54
CUST4851,43195.71
CUST9176,32910.23
CUST3154,39429.77
CUST6324,41420.07
CUST1903,16436.18
CUST7803,27195.61
CUST9791,14160.95
CUST9708,25395.57
CUST5054,14189.89
CUST5591,25044.830000000005
CUST5508,39321.99999999999
CUST9254,31290.510000000002
CUST3491,35208.68000000001
CUST6678,15864.519999999999
CUST3408,56512.750000000015
CUST6419,37566.58000000001
CUST8973,30453.419999999995
CUST3669,38084.14000000001
CUST6480,23485.71
CUST9035,22208.41
CUST5769,27523.030000000002
CUST5235,31830.440000000002
CUST9569,37389.740000000005
CUST2812,19007.749999999996
CUST4912,32201.829999999998
CUST3335,16307.409999999998
CUST6145,19513.920000000002
CUST9488,21374.31
CUST9411,32401.4
CUST3788,24831.27
CUST6561,21502.05
CUST3711,31680.430000000008
CUST5688,29703.45
CUST5611,20127.45
CUST5470,20778.3
CUST8892,19704.96
CUST6700,27938.82
CUST3570,38108.18
CUST6799,16682.77
CUST9670,20893.97
CUST3652,29132.949999999997
CUST6422,21229.930000000004
CUST9097,37176.17
CUST5752,26721.61
CUST5297,28672.92
CUST9552,33103.369999999995
CUST2829,25050.62
CUST4929,30140.22
CUST3397,21559.27
CUST6386,42073.43
CUST1938,45078.21000000001
CUST9733,19803.780000000002
CUST7838,24058.41
CUST5533,29893.47
CUST3433,19126.68
CUST8948,26555.71
CUST6643,36508.82000000001
CUST9316,24014.03
CUST8831,32519.229999999996
CUST1841,20758.8
CUST3016,31268.53
CUST6266,19936.31
CUST5116,23836.910000000003
CUST7941,33651.69
CUST2950,26238.38
CUST5377,36481.74
CUST3277,37171.73999999999
CUST6007,19758.129999999997
CUST4850,31367.249999999996
CUST9177,13216.06
CUST6325,19376.850000000002
CUST3155,22404.5
CUST1902,41507.270000000004
CUST9709,18576.450000000004
CUST9790,31679.809999999998
CUST7802,21224.239999999998
CUST5055,29916.25
CUST5509,23117.029999999995
CUST5590,26835.98
CUST9255,28691.129999999997
CUST8972,27322.97
CUST3409,57110.399999999994
CUST3490,22236.920000000002
CUST6481,26829.14
CUST3668,15337.79
CUST6679,23933.239999999998
CUST6418,15652.519999999999
CUST9034,23088.71
CUST5768,15691.95
CUST5234,37461.03
CUST9568,42272.619999999995
CUST2813,28443.010000000002
CUST4913,26701.190000000002
CUST6144,30629.74
CUST3334,39340.73000000001
CUST8384,23249.2
CUST4441,21692.22
CUST1631,25645.97
CUST2541,10212.329999999998
CUST7731,36883.28999999999
CUST2084,26762.070000000003
CUST4184,30634.739999999998
CUST8641,17610.81
CUST8420,43770.08
CUST1195,23056.02
CUST7095,21625.319999999996
CUST2720,8927.779999999999
CUST7550,16019.24
CUST4620,31616.289999999997
CUST1450,19995.28
CUST6809,21958.13
CUST6890,17508.71
CUST8702,25035.99
CUST1772,42594.22
CUST4502,37138.16
CUST7672,35953.17
CUST9979,11757.91
CUST7413,45922.58
CUST2402,29290.06
CUST2663,28134.53
CUST1513,36216.69
CUST4763,24455.58
CUST3881,25750.430000000004
CUST8563,41928.28999999999
CUST3818,44415.86
CUST5981,16255.630000000001
CUST5918,24685.900000000005
CUST3961,25159.55
CUST8483,32251.179999999997
CUST1136,44471.70000000001
CUST4346,18851.870000000003
CUST7036,27342.879999999997
CUST2246,27616.300000000003
CUST5861,8465.9
CUST2783,18200.11
CUST4683,16916.07
CUST8146,15793.25
CUST8327,20291.140000000003
CUST1692,24756.53
CUST9800,58075.520000000004
CUST7792,18022.12
CUST9899,39198.490000000005
CUST7257,54794.64999999999
CUST2027,27414.37
CUST1357,25333.33
CUST4127,28683.58
CUST6970,26568.949999999997
CUST7429,58152.5
CUST2659,28852.93
CUST8005,19989.390000000003
CUST1529,30678.489999999998
CUST4759,26461.76
CUST4205,16017.11
CUST1075,14459.359999999999
CUST3822,29204.309999999998
CUST8559,28277.71
CUST5922,18968.309999999998
CUST2305,22600.62
CUST7175,21307.559999999998
CUST2164,22242.359999999997
CUST7314,20071.559999999998
CUST6833,32251.06
CUST8738,24105.16
CUST4064,42010.27
CUST1214,28920.840000000004
CUST1748,41262.34000000001
CUST4538,21052.5
CUST8264,32474.409999999996
CUST7648,37462.15
CUST9943,21701.410000000003
CUST2438,29331.379999999997
CUST6474,17956.42
CUST3604,27516.510000000002
CUST9058,28293.109999999997
CUST5704,17535.5
CUST5258,22797.25
CUST9504,17045.159999999996
CUST3358,33387.6
CUST6128,23684.829999999998
CUST3139,41640.3
CUST6349,21328.45
CUST9765,24809.089999999997
CUST5039,37368.880000000005
CUST5565,26113.410000000003
CUST9239,33610.34
CUST8987,27506.81
CUST3465,13418.95
CUST6615,18827.449999999997
CUST9447,42183.51
CUST5382,45304.71000000001
