customer_id,merchant_category_code,txn_count
CUST1061,5411,3
CUST1062,5999,2
CUST1062,5411,2
CUST1062,5732,2
CUST1062,5812,1
CUST1063,5999,4
CUST1063,5732,2
CUST1064,5812,3
CUST1064,5411,2
CUST1064,5732,1
CUST1065,5999,2
CUST1065,5732,2
CUST1065,5411,2
CUST1066,5999,4
CUST1066,5732,4
CUST1066,5411,1
CUST1066,5812,1
CUST1067,5732,3
CUST1067,5411,3
CUST1067,5999,1
CUST1068,5999,8
CUST1068,5732,4
CUST1068,5812,3
CUST1068,5411,2
CUST1069,5999,5
CUST1069,5732,5
CUST1069,5411,3
CUST1069,5812,2
CUST1070,5732,5
CUST1070,5812,4
CUST1070,5999,4
CUST1070,5411,2
CUST1071,5999,4
CUST1071,5812,3
CUST1071,5411,3
CUST1071,5732,3
CUST1072,5411,3
CUST1072,5999,2
CUST1072,5732,2
CUST1073,5411,5
CUST1073,5812,4
CUST1073,5732,3
CUST1073,5999,1
CUST1074,5812,5
CUST1074,5732,3
CUST1074,5999,2
CUST1074,5411,2
CUST1075,5999,2
CUST1075,5732,2
CUST1075,5411,2
CUST1076,5732,4
CUST1076,5411,3
CUST1076,5999,2
CUST1076,5812,1
CUST1077,5812,9
CUST1077,5999,3
CUST1077,5732,2
CUST1077,5411,2
CUST1078,5999,5
CUST1078,5411,3
CUST1078,5812,2
CUST1078,5732,1
CUST1079,5999,4
CUST1079,5812,3
CUST1079,5732,3
CUST1079,5411,2
CUST1080,5999,3
CUST1080,5411,2
CUST1080,5812,2
CUST1080,5732,2
CUST1081,5812,6
CUST1081,5411,4
CUST1081,5732,3
CUST1081,5999,1
CUST1082,5411,4
CUST1082,5732,4
CUST1082,5812,3
CUST1082,5999,2
CUST1083,5411,7
CUST1083,5812,5
CUST1083,5732,3
CUST1083,5999,2
CUST1084,5732,4
CUST1084,5999,3
CUST1084,5411,3
CUST1084,5812,1
CUST1085,5411,4
CUST1085,5999,4
CUST1085,5732,4
CUST1085,5812,2
CUST1086,5411,3
CUST1086,5999,3
CUST1086,5812,2
CUST1086,5732,2
CUST1087,5812,4
CUST1087,5411,4
CUST1087,5999,3
CUST1087,5732,2
CUST1088,5812,3
CUST1088,5411,3
CUST1088,5732,2
CUST1088,5999,2
CUST1089,5411,3
CUST1089,5732,2
CUST1089,5812,2
CUST1089,5999,1
CUST1090,5411,4
CUST1090,5732,4
CUST1090,5999,2
CUST1090,5812,1
CUST1091,5812,5
CUST1091,5411,4
CUST1091,5732,2
CUST1091,5999,2
CUST1092,5999,3
CUST1092,5812,2
CUST1092,5732,1
CUST1092,5411,1
CUST1093,5999,3
CUST1093,5812,3
CUST1093,5411,3
CUST1093,5732,2
CUST1094,5411,5
CUST1094,5812,3
CUST1094,5999,2
CUST1094,5732,1
CUST1095,5732,4
CUST1095,5411,3
CUST1095,5812,3
CUST1095,5999,2
CUST1096,5411,5
CUST1096,5812,4
CUST1096,5732,2
CUST1096,5999,2
CUST1097,5411,4
CUST1097,5999,2
CUST1097,5812,2
CUST1097,5732,2
CUST1098,5812,5
CUST1098,5999,4
CUST1098,5732,3
CUST1098,5411,2
CUST1099,5732,3
CUST1099,5411,2
CUST1099,5812,2
CUST1099,5999,1
CUST1100,5999,3
CUST1100,5411,3
CUST1100,5812,3
CUST1100,5732,2
CUST1101,5999,5
CUST1101,5411,2
CUST1101,5732,1
CUST1101,5812,1
CUST1102,5999,4
CUST1102,5732,3
CUST1102,5411,2
CUST1103,5732,5
CUST1103,5812,3
CUST1103,5999,2
CUST1103,5411,1
CUST1104,5732,3
CUST1104,5999,2
CUST1104,5411,1
CUST1105,5999,4
CUST1105,5812,3
CUST1105,5411,2
CUST1105,5732,2
CUST1106,5999,5
CUST1106,5812,3
CUST1106,5411,3
CUST1106,5732,2
CUST1107,5812,4
CUST1107,5732,4
CUST1107,5999,2
CUST1108,5812,5
CUST1108,5732,4
CUST1108,5411,2
CUST1108,5999,1
CUST1109,5999,4
CUST1109,5812,4
CUST1109,5411,3
CUST1110,5999,3
CUST1110,5732,3
CUST1110,5411,2
CUST1110,5812,1
CUST1111,5732,3
CUST1111,5411,2
CUST1111,5999,2
CUST1112,5411,4
CUST1112,5812,2
CUST1112,5999,2
CUST1113,5732,4
CUST1113,5411,3
CUST1113,5999,1
CUST1114,5812,2
CUST1114,5411,2
CUST1114,5732,1
CUST1114,5999,1
CUST1115,5999,3
CUST1115,5732,3
CUST1115,5411,2
CUST1116,5812,4
CUST1116,5999,2
CUST1116,5732,2
CUST1116,5411,2
CUST1117,5812,4
CUST1117,5732,4
CUST1117,5999,3
CUST1117,5411,1
CUST1118,5999,3
CUST1118,5411,3
CUST1118,5732,1
CUST1118,5812,1
CUST1119,5812,3
CUST1119,5732,2
CUST1119,5411,2
CUST1119,5999,1
CUST1120,5732,3
CUST1120,5812,3
CUST1120,5411,1
CUST1120,5999,1
CUST1121,5411,5
CUST1121,5812,4
CUST1121,5999,3
CUST1121,5732,2
CUST1122,5999,3
CUST1122,5812,3
CUST1122,5411,2
CUST1122,5732,2
CUST1123,5812,5
CUST1123,5411,3
CUST1123,5999,1
CUST1124,5812,5
CUST1124,5999,3
CUST1124,5411,3
CUST1125,5812,4
CUST1125,5411,3
CUST1125,5999,2
CUST1125,5732,2
CUST1126,5732,7
CUST1126,5999,3
CUST1126,5812,3
CUST1126,5411,1
CUST1127,5999,4
CUST1127,5732,3
CUST1127,5411,2
CUST1128,5411,5
CUST1128,5812,4
CUST1128,5999,2
CUST1129,5812,4
CUST1129,5999,3
CUST1129,5411,3
CUST1129,5732,2
CUST1130,5732,5
CUST1130,5812,5
CUST1130,5411,4
CUST1130,5999,1
CUST1131,5732,3
CUST1131,5812,1
CUST1132,5732,4
CUST1132,5999,3
CUST1132,5812,3
CUST1133,5999,4
CUST1133,5411,3
CUST1133,5812,2
CUST1134,5812,6
CUST1134,5411,5
CUST1134,5732,4
CUST1135,5411,5
CUST1135,5732,3
CUST1135,5999,3
CUST1136,5411,6
CUST1136,5999,5
CUST1136,5732,3
CUST1136,5812,2
CUST1137,5999,3
CUST1137,5411,2
CUST1137,5812,2
CUST1137,5732,2
CUST1138,5732,5
CUST1138,5411,2
CUST1138,5812,2
CUST1139,5999,4
CUST1139,5411,4
CUST1139,5812,2
CUST1139,5732,2
CUST1140,5411,5
CUST1140,5732,4
CUST1140,5812,3
CUST1140,5999,3
CUST1141,5411,4
CUST1141,5732,4
CUST1141,5812,3
CUST1141,5999,2
CUST1142,5812,6
CUST1142,5411,4
CUST1142,5732,4
CUST1142,5999,2
CUST1143,5999,6
CUST1143,5732,1
CUST1144,5812,3
CUST1144,5411,2
CUST1144,5999,1
CUST1145,5732,5
CUST1145,5812,2
CUST1145,5411,1
CUST1145,5999,1
CUST1146,5732,6
CUST1146,5411,4
CUST1146,5812,4
CUST1146,5999,3
CUST1147,5999,4
CUST1147,5411,4
CUST1147,5732,3
CUST1147,5812,2
CUST1148,5732,2
CUST1148,5411,1
CUST1149,5999,3
CUST1149,5411,3
CUST1149,5732,3
CUST1150,5999,4
CUST1150,5732,3
CUST1150,5812,2
CUST1150,5411,1
CUST1151,5411,3
CUST1151,5812,3
CUST1151,5732,2
CUST1151,5999,1
CUST1152,5812,4
CUST1152,5999,3
CUST1152,5732,2
CUST1152,5411,1
CUST1153,5812,5
CUST1153,5411,4
CUST1153,5732,2
CUST1153,5999,1
CUST1154,5732,4
CUST1154,5411,3
CUST1154,5999,2
CUST1154,5812,1
CUST1155,5999,3
CUST1155,5812,2
CUST1155,5411,1
CUST1155,5732,1
CUST1156,5411,5
CUST1156,5812,2
CUST1156,5732,1
CUST1156,5999,1
CUST1157,5999,3
CUST1157,5732,2
CUST1157,5812,1
CUST1157,5411,1
CUST1158,5812,4
CUST1158,5999,3
CUST1158,5732,3
CUST1158,5411,3
CUST1159,5411,4
CUST1159,5812,4
CUST1159,5732,2
CUST1159,5999,2
CUST1160,5999,4
CUST1160,5732,2
CUST1160,5812,2
CUST1160,5411,1
CUST1161,5999,5
CUST1161,5812,5
CUST1161,5732,2
CUST1161,5411,1
CUST1162,5812,6
CUST1162,5411,3
CUST1162,5999,2
CUST1162,5732,2
CUST1163,5411,2
CUST1163,5999,2
CUST1163,5812,2
CUST1163,5732,1
CUST1164,5411,5
CUST1164,5812,3
CUST1164,5999,2
CUST1164,5732,2
CUST1165,5999,6
CUST1165,5411,4
CUST1165,5812,4
CUST1165,5732,3
CUST1166,5732,5
CUST1166,5999,3
CUST1166,5411,2
CUST1166,5812,2
CUST1167,5999,7
CUST1167,5732,3
CUST1167,5812,3
CUST1167,5411,2
CUST1168,5999,3
CUST1168,5732,3
CUST1168,5411,2
CUST1168,5812,1
CUST1169,5812,3
CUST1169,5732,2
CUST1169,5999,1
CUST1169,5411,1
CUST1170,5999,3
CUST1170,5411,2
CUST1170,5732,1
CUST1170,5812,1
CUST1171,5812,5
CUST1171,5411,3
CUST1171,5999,2
CUST1171,5732,1
CUST1172,5999,3
CUST1172,5411,3
CUST1172,5812,2
CUST1172,5732,2
CUST1173,5411,4
CUST1173,5812,4
CUST1173,5999,4
CUST1174,5411,3
CUST1174,5732,2
CUST1174,5999,2
CUST1174,5812,2
CUST1175,5411,4
CUST1175,5999,4
CUST1175,5732,3
CUST1175,5812,1
CUST1176,5411,6
CUST1176,5732,5
CUST1176,5812,4
CUST1176,5999,2
CUST1177,5732,3
CUST1177,5411,2
CUST1177,5812,1
CUST1177,5999,1
CUST1178,5411,7
CUST1178,5732,6
CUST1178,5999,5
CUST1178,5812,4
CUST1179,5732,3
CUST1179,5812,2
CUST1179,5411,2
CUST1179,5999,2
CUST1180,5812,5
CUST1180,5411,5
CUST1180,5999,3
CUST1180,5732,1
CUST1181,5812,4
CUST1181,5999,4
CUST1181,5411,3
CUST1181,5732,3
CUST1182,5999,5
CUST1182,5411,3
CUST1182,5812,1
CUST1183,5999,4
CUST1183,5411,3
CUST1183,5732,3
CUST1184,5411,3
CUST1184,5732,1
CUST1184,5999,1
CUST1185,5732,6
CUST1185,5999,5
CUST1185,5812,3
CUST1186,5812,6
CUST1186,5732,4
CUST1187,5812,3
CUST1187,5732,3
CUST1187,5999,1
CUST1187,5411,1
CUST1188,5812,4
CUST1188,5732,3
CUST1188,5999,2
CUST1188,5411,1
CUST1189,5812,4
CUST1189,5732,4
CUST1189,5411,1
CUST1189,5999,1
CUST1190,5732,6
CUST1190,5411,6
CUST1190,5812,3
CUST1190,5999,2
CUST1191,5999,5
CUST1191,5411,3
CUST1191,5812,2
CUST1192,5411,5
CUST1192,5732,2
CUST1193,5812,2
CUST1193,5732,2
CUST1193,5411,1
CUST1193,5999,1
CUST1194,5411,5
CUST1194,5812,2
CUST1194,5999,2
CUST1194,5732,1
CUST1195,5999,4
CUST1195,5411,3
CUST1195,5812,2
CUST1196,5411,4
CUST1196,5999,2
CUST1196,5732,2
CUST1196,5812,1
CUST1197,5411,4
CUST1197,5812,3
CUST1197,5999,3
CUST1197,5732,2
CUST1198,5999,5
CUST1198,5411,3
CUST1198,5812,3
CUST1198,5732,3
CUST1199,5812,4
CUST1199,5411,2
CUST1199,5999,2
CUST1199,5732,1
CUST1200,5732,5
CUST1200,5812,4
CUST1200,5411,2
CUST1200,5999,2
CUST1201,5411,3
CUST1201,5812,3
CUST1201,5732,2
CUST1201,5999,2
CUST1202,5812,8
CUST1202,5411,4
CUST1202,5732,4
CUST1202,5999,1
CUST1203,5999,2
CUST1203,5732,1
CUST1204,5812,3
CUST1204,5732,2
CUST1204,5411,2
CUST1204,5999,1
CUST1205,5999,4
CUST1205,5812,3
CUST1205,5732,2
CUST1205,5411,1
CUST1206,5411,4
CUST1206,5732,3
CUST1206,5999,2
CUST1206,5812,2
CUST1207,5411,6
CUST1207,5812,5
CUST1207,5732,3
CUST1207,5999,2
CUST1208,5732,2
CUST1208,5999,2
CUST1208,5411,1
CUST1208,5812,1
CUST1209,5732,5
CUST1209,5411,2
CUST1209,5999,2
CUST1209,5812,1
CUST1210,5812,5
CUST1210,5732,2
CUST1210,5999,1
CUST1210,5411,1
CUST1211,5411,5
CUST1211,5732,4
CUST1211,5812,3
CUST1211,5999,2
CUST1212,5411,5
CUST1212,5812,4
CUST1212,5999,3
CUST1212,5732,2
CUST1213,5812,2
CUST1213,5411,2
CUST1213,5732,1
CUST1213,5999,1
CUST1214,5732,4
CUST1214,5411,3
CUST1214,5999,2
CUST1214,5812,1
CUST1215,5732,4
CUST1215,5812,1
CUST1215,5411,1
CUST1215,5999,1
CUST1216,5999,3
CUST1216,5732,1
CUST1216,5411,1
CUST1216,5812,1
CUST1217,5999,4
CUST1217,5812,4
CUST1217,5732,2
CUST1217,5411,2
CUST1218,5999,6
CUST1218,5812,3
CUST1218,5732,3
CUST1218,5411,2
CUST1219,5732,3
CUST1219,5411,3
CUST1219,5812,2
CUST1219,5999,1
CUST1220,5812,3
CUST1220,5411,3
CUST1220,5732,2
CUST1220,5999,2
CUST1221,5812,4
CUST1221,5732,2
CUST1221,5411,1
CUST1222,5732,4
CUST1222,5999,1
CUST1222,5812,1
CUST1222,5411,1
CUST1223,5411,4
CUST1223,5812,3
CUST1223,5732,3
CUST1223,5999,1
CUST1224,5732,4
CUST1224,5812,3
CUST1224,5411,2
CUST1224,5999,1
CUST1225,5411,8
CUST1225,5812,3
CUST1225,5732,3
CUST1225,5999,1
CUST1226,5999,5
CUST1226,5732,4
CUST1226,5411,2
CUST1226,5812,2
CUST1227,5812,5
CUST1227,5999,3
CUST1227,5411,2
CUST1228,5812,6
CUST1228,5732,5
CUST1228,5999,4
CUST1228,5411,1
CUST1229,5732,4
CUST1229,5812,4
CUST1229,5411,3
CUST1229,5999,2
CUST1230,5999,6
CUST1230,5812,5
CUST1230,5411,4
CUST1230,5732,2
CUST1231,5812,5
CUST1231,5999,4
CUST1231,5732,3
CUST1231,5411,2
CUST1232,5999,4
CUST1232,5812,3
CUST1232,5732,3
CUST1232,5411,2
CUST1233,5732,6
CUST1233,5411,5
CUST1233,5999,3
CUST1233,5812,2
CUST1234,5411,6
CUST1234,5812,4
CUST1234,5999,2
CUST1234,5732,1
CUST1235,5732,4
CUST1235,5999,4
CUST1235,5411,4
CUST1235,5812,2
CUST1236,5999,2
CUST1236,5732,2
CUST1236,5411,2
CUST1237,5411,5
CUST1237,5732,4
CUST1237,5999,1
CUST1238,5812,6
CUST1238,5411,3
CUST1238,5732,1
CUST1239,5812,4
CUST1239,5732,4
CUST1239,5999,3
CUST1239,5411,3
CUST1240,5411,3
CUST1240,5812,3
CUST1240,5732,2
CUST1240,5999,1
CUST1241,5411,5
CUST1241,5999,2
CUST1241,5812,1
CUST1242,5999,4
CUST1242,5411,3
CUST1242,5812,2
CUST1242,5732,1
CUST1243,5999,3
CUST1243,5411,3
CUST1243,5732,2
CUST1243,5812,2
CUST1244,5999,4
CUST1244,5411,3
CUST1244,5732,3
CUST1244,5812,1
CUST1245,5812,3
CUST1245,5411,2
CUST1245,5999,1
CUST1246,5732,3
CUST1246,5812,2
CUST1246,5411,1
CUST1246,5999,1
CUST1247,5732,5
CUST1247,5411,4
CUST1247,5999,1
CUST1247,5812,1
CUST1248,5732,5
CUST1248,5812,4
CUST1248,5411,4
CUST1248,5999,1
CUST1249,5411,5
CUST1249,5999,3
CUST1249,5732,3
CUST1249,5812,1
CUST1250,5732,6
CUST1250,5999,5
CUST1250,5411,4
CUST1250,5812,3
CUST1251,5812,4
CUST1251,5411,4
CUST1251,5999,1
CUST1252,5732,3
CUST1252,5411,2
CUST1252,5812,2
CUST1252,5999,1
CUST1253,5812,3
CUST1253,5411,3
CUST1253,5732,2
CUST1253,5999,1
CUST1254,5732,5
CUST1254,5411,2
CUST1254,5999,2
CUST1254,5812,1
CUST1255,5411,3
CUST1255,5999,2
CUST1255,5812,2
CUST1255,5732,2
CUST1256,5812,3
CUST1256,5732,3
CUST1256,5999,3
CUST1256,5411,1
CUST1257,5732,5
CUST1257,5999,3
CUST1257,5411,3
CUST1257,5812,2
CUST1258,5411,4
CUST1258,5812,2
CUST1258,5999,2
CUST1258,5732,2
CUST1259,5812,4
CUST1259,5411,4
CUST1259,5732,3
CUST1259,5999,2
CUST1260,5999,3
CUST1260,5732,2
CUST1260,5812,2
CUST1260,5411,1
CUST1261,5411,4
CUST1261,5812,2
CUST1261,5999,2
CUST1261,5732,1
CUST1262,5812,7
CUST1262,5411,1
CUST1262,5999,1
CUST1263,5999,3
CUST1263,5812,2
CUST1263,5411,2
CUST1264,5812,5
CUST1264,5732,3
CUST1264,5999,2
CUST1265,5732,3
CUST1265,5999,2
CUST1265,5812,2
CUST1265,5411,2
CUST1266,5812,4
CUST1266,5732,3
CUST1266,5411,3
CUST1267,5732,7
CUST1267,5999,2
CUST1267,5812,1
CUST1268,5411,3
CUST1268,5732,2
CUST1268,5812,1
CUST1268,5999,1
CUST1269,5732,4
CUST1269,5999,4
CUST1269,5812,3
CUST1270,5812,5
CUST1270,5999,3
CUST1270,5732,2
CUST1270,5411,1
CUST1271,5812,4
CUST1271,5999,3
CUST1272,5411,3
CUST1272,5812,2
CUST1272,5732,2
CUST1272,5999,2
CUST1273,5812,5
CUST1273,5999,3
CUST1273,5411,2
CUST1273,5732,1
CUST1274,5411,7
CUST1274,5812,5
CUST1274,5999,2
CUST1274,5732,2
CUST1275,5732,6
CUST1275,5812,5
CUST1275,5411,3
CUST1275,5999,1
CUST1276,5411,3
CUST1276,5732,3
CUST1276,5999,2
CUST1276,5812,1
CUST1277,5732,6
CUST1277,5411,5
CUST1277,5812,5
CUST1277,5999,2
CUST1278,5411,6
CUST1278,5999,5
CUST1278,5812,4
CUST1279,5732,10
CUST1279,5812,4
CUST1279,5999,4
CUST1279,5411,2
CUST1280,5732,6
CUST1280,5812,4
CUST1280,5999,2
CUST1280,5411,2
CUST1281,5999,6
CUST1281,5732,4
CUST1281,5411,3
CUST1282,5999,3
CUST1282,5411,2
CUST1282,5732,1
CUST1283,5999,5
CUST1283,5411,3
CUST1283,5812,3
CUST1284,5999,3
CUST1284,5812,2
CUST1284,5411,1
CUST1285,5812,4
CUST1285,5999,2
CUST1285,5411,2
CUST1285,5732,1
CUST1286,5411,5
CUST1286,5732,3
CUST1286,5999,3
CUST1286,5812,2
CUST1287,5999,4
CUST1287,5732,2
CUST1287,5411,1
CUST1288,5732,5
CUST1288,5999,3
CUST1288,5411,3
CUST1288,5812,2
CUST1289,5812,2
CUST1289,5411,2
CUST1289,5732,2
CUST1290,5812,3
CUST1290,5411,1
CUST1290,5999,1
CUST1291,5812,4
CUST1291,5999,3
CUST1291,5732,3
CUST1291,5411,1
CUST1292,5812,5
CUST1292,5411,2
CUST1292,5999,1
CUST1292,5732,1
CUST1293,5999,5
CUST1293,5812,3
CUST1293,5411,2
CUST1293,5732,1
CUST1294,5411,5
CUST1294,5732,3
CUST1294,5999,2
CUST1294,5812,1
CUST1295,5812,4
CUST1295,5732,3
CUST1295,5999,2
CUST1295,5411,1
CUST1296,5732,4
CUST1296,5812,4
CUST1296,5411,2
CUST1296,5999,1
CUST1297,5999,6
CUST1297,5812,4
CUST1297,5411,2
CUST1297,5732,1
CUST1298,5411,3
CUST1298,5732,3
CUST1298,5999,3
CUST1298,5812,2
CUST1299,5999,4
CUST1299,5732,3
CUST1299,5812,3
CUST1299,5411,2
CUST1300,5999,3
CUST1300,5812,2
CUST1300,5732,1
CUST1300,5411,1
CUST1301,5411,2
CUST1301,5732,2
CUST1301,5999,1
CUST1302,5732,5
CUST1302,5999,5
CUST1302,5812,5
CUST1302,5411,4
CUST1303,5999,5
CUST1303,5411,3
CUST1303,5812,3
CUST1303,5732,2
CUST1304,5411,7
CUST1304,5999,2
CUST1304,5732,1
CUST1304,5812,1
CUST1305,5732,5
CUST1305,5999,3
CUST1305,5812,2
CUST1305,5411,2
CUST1306,5732,3
CUST1306,5812,1
CUST1306,5999,1
CUST1307,5411,3
CUST1307,5812,3
CUST1307,5999,2
CUST1307,5732,1
CUST1308,5411,8
CUST1308,5999,3
CUST1308,5812,1
CUST1308,5732,1
CUST1309,5732,3
CUST1309,5812,2
CUST1309,5999,2
CUST1309,5411,2
CUST1310,5411,2
CUST1310,5732,2
CUST1310,5999,1
CUST1310,5812,1
CUST1311,5732,5
CUST1311,5411,3
CUST1311,5812,3
CUST1311,5999,2
CUST1312,5732,4
CUST1312,5999,3
CUST1312,5812,2
CUST1312,5411,1
CUST1313,5999,5
CUST1313,5411,3
CUST1313,5732,1
CUST1314,5999,5
CUST1314,5732,4
CUST1314,5812,3
CUST1314,5411,1
CUST1315,5812,4
CUST1315,5411,3
CUST1315,5999,3
CUST1315,5732,2
CUST1316,5732,3
CUST1316,5411,2
CUST1316,5812,2
CUST1316,5999,1
CUST1317,5732,3
CUST1317,5999,2
CUST1317,5812,2
CUST1317,5411,1
CUST1318,5732,6
CUST1318,5812,5
CUST1318,5999,2
CUST1318,5411,2
CUST1319,5411,9
CUST1319,5812,5
CUST1319,5999,3
CUST1319,5732,2
CUST1320,5411,5
CUST1320,5812,4
CUST1320,5732,4
CUST1320,5999,3
CUST1321,5999,5
CUST1321,5732,2
CUST1321,5812,2
CUST1322,5812,3
CUST1322,5411,2
CUST1322,5732,2
CUST1322,5999,2
CUST1323,5999,6
CUST1323,5411,4
CUST1323,5732,4
CUST1323,5812,3
CUST1324,5812,3
CUST1324,5411,2
CUST1324,5999,2
CUST1324,5732,1
CUST1325,5732,4
CUST1325,5812,3
CUST1325,5411,3
CUST1325,5999,1
CUST1326,5732,4
CUST1326,5411,4
CUST1326,5812,2
CUST1326,5999,2
CUST1327,5411,5
CUST1327,5812,2
CUST1327,5732,2
CUST1328,5812,3
CUST1328,5999,2
CUST1328,5411,2
CUST1328,5732,1
CUST1329,5732,4
CUST1329,5411,3
CUST1329,5999,3
CUST1329,5812,2
CUST1330,5411,4
CUST1330,5812,3
CUST1331,5411,7
CUST1331,5812,5
CUST1331,5999,2
CUST1331,5732,2
CUST1332,5732,4
CUST1332,5999,2
CUST1332,5411,2
CUST1332,5812,1
CUST1333,5999,6
CUST1333,5732,3
CUST1333,5812,3
CUST1333,5411,3
CUST1334,5411,3
CUST1334,5732,3
CUST1334,5812,2
CUST1334,5999,2
CUST1335,5999,4
CUST1335,5732,3
CUST1335,5411,1
CUST1336,5732,4
CUST1336,5999,3
CUST1336,5812,2
CUST1337,5812,4
CUST1337,5411,4
CUST1337,5999,2
CUST1337,5732,2
CUST1338,5732,8
CUST1338,5411,5
CUST1338,5812,5
CUST1338,5999,3
CUST1339,5411,5
CUST1339,5732,3
CUST1339,5812,3
CUST1339,5999,2
CUST1340,5411,7
CUST1340,5812,4
CUST1340,5999,3
CUST1341,5999,3
