customer_id,txn_hour,txn_count
CUST1029,9,1
CUST1029,1,1
CUST1030,2,5
CUST1030,13,2
CUST1030,20,1
CUST1030,4,1
CUST1030,5,1
CUST1030,23,1
CUST1030,10,1
CUST1030,11,1
CUST1030,18,1
CUST1030,1,1
CUST1031,7,1
CUST1031,4,1
CUST1031,8,1
CUST1031,21,1
CUST1031,12,1
CUST1031,1,1
CUST1032,18,3
CUST1032,9,2
CUST1032,12,2
CUST1032,23,1
CUST1032,1,1
CUST1032,4,1
CUST1032,2,1
CUST1032,20,1
CUST1032,10,1
CUST1033,13,3
CUST1033,15,2
CUST1033,3,1
CUST1033,14,1
CUST1033,22,1
CUST1033,12,1
CUST1033,18,1
CUST1033,19,1
CUST1033,1,1
CUST1033,10,1
CUST1034,22,3
CUST1034,15,2
CUST1034,8,1
CUST1034,6,1
CUST1034,18,1
CUST1034,11,1
CUST1034,1,1
CUST1034,20,1
CUST1034,0,1
CUST1034,16,1
CUST1034,13,1
CUST1035,6,2
CUST1035,4,2
CUST1035,9,2
CUST1035,11,1
CUST1035,2,1
CUST1035,20,1
CUST1035,22,1
CUST1035,23,1
CUST1035,16,1
CUST1035,12,1
CUST1036,8,2
CUST1036,13,2
CUST1036,11,1
CUST1036,3,1
CUST1036,21,1
CUST1036,0,1
CUST1036,2,1
CUST1037,5,2
CUST1037,13,2
CUST1037,4,2
CUST1037,6,1
CUST1037,12,1
CUST1037,3,1
CUST1037,10,1
CUST1038,12,2
CUST1038,20,2
CUST1038,23,2
CUST1038,14,1
CUST1038,9,1
CUST1038,18,1
CUST1038,6,1
CUST1038,16,1
CUST1039,9,3
CUST1039,15,2
CUST1039,13,2
CUST1039,11,1
CUST1039,14,1
CUST1039,17,1
CUST1039,21,1
CUST1039,5,1
CUST1040,15,2
CUST1040,13,2
CUST1040,11,2
CUST1040,18,2
CUST1040,21,1
CUST1040,20,1
CUST1040,7,1
CUST1040,14,1
CUST1040,5,1
CUST1040,19,1
CUST1040,2,1
CUST1040,16,1
CUST1041,21,1
CUST1041,12,1
CUST1041,11,1
CUST1041,14,1
CUST1041,13,1
CUST1041,15,1
CUST1041,8,1
CUST1041,4,1
CUST1041,17,1
CUST1042,4,3
CUST1042,16,3
CUST1042,12,2
CUST1042,17,2
CUST1042,21,1
CUST1042,15,1
CUST1042,1,1
CUST1042,13,1
CUST1042,18,1
CUST1043,10,2
CUST1043,3,2
CUST1043,7,2
CUST1043,1,1
CUST1043,2,1
CUST1043,0,1
CUST1043,23,1
CUST1044,21,2
CUST1044,10,1
CUST1044,19,1
CUST1044,13,1
CUST1044,9,1
CUST1044,5,1
CUST1044,17,1
CUST1044,14,1
CUST1044,11,1
CUST1044,2,1
CUST1044,23,1
CUST1045,13,2
CUST1045,17,2
CUST1045,1,2
CUST1045,6,1
CUST1045,11,1
CUST1045,21,1
CUST1046,1,2
CUST1046,3,2
CUST1046,7,1
CUST1046,16,1
CUST1046,11,1
CUST1046,5,1
CUST1047,0,2
CUST1047,21,1
CUST1047,3,1
CUST1047,13,1
CUST1048,22,2
CUST1048,3,1
CUST1048,0,1
CUST1048,2,1
CUST1048,11,1
CUST1048,1,1
CUST1048,17,1
CUST1048,18,1
CUST1048,10,1
CUST1048,7,1
CUST1048,4,1
CUST1048,20,1
CUST1048,16,1
CUST1048,12,1
CUST1049,8,2
CUST1049,23,1
CUST1049,3,1
CUST1049,6,1
CUST1049,12,1
CUST1049,19,1
CUST1049,7,1
CUST1050,9,3
CUST1050,1,2
CUST1050,3,1
CUST1050,10,1
CUST1050,19,1
CUST1050,21,1
CUST1050,11,1
CUST1050,8,1
CUST1050,7,1
CUST1051,12,2
CUST1051,5,2
CUST1051,15,1
CUST1051,16,1
CUST1051,3,1
CUST1051,22,1
CUST1051,6,1
CUST1052,0,1
CUST1052,14,1
CUST1052,1,1
CUST1052,6,1
CUST1052,10,1
CUST1052,2,1
CUST1052,5,1
CUST1052,22,1
CUST1052,16,1
CUST1053,1,3
CUST1053,13,2
CUST1053,14,1
CUST1053,9,1
CUST1053,5,1
CUST1053,21,1
CUST1053,19,1
CUST1053,15,1
CUST1053,16,1
CUST1053,17,1
CUST1053,7,1
CUST1053,4,1
CUST1054,11,2
CUST1054,8,1
CUST1054,17,1
CUST1054,7,1
CUST1054,20,1
CUST1054,5,1
CUST1055,14,4
CUST1055,17,2
CUST1055,3,2
CUST1055,6,1
CUST1055,0,1
CUST1055,4,1
CUST1055,20,1
CUST1055,2,1
CUST1055,7,1
CUST1055,19,1
CUST1055,12,1
CUST1055,23,1
CUST1056,9,2
CUST1056,8,1
CUST1056,14,1
CUST1056,19,1
CUST1056,2,1
CUST1057,19,2
CUST1057,20,2
CUST1057,7,2
CUST1057,6,1
CUST1057,9,1
CUST1057,13,1
CUST1057,21,1
CUST1057,3,1
CUST1057,18,1
CUST1057,10,1
CUST1058,12,3
CUST1058,15,2
CUST1058,8,1
CUST1058,4,1
CUST1058,0,1
CUST1058,9,1
CUST1058,23,1
CUST1058,5,1
CUST1058,18,1
CUST1058,14,1
CUST1059,18,2
CUST1059,7,2
CUST1059,1,1
CUST1059,8,1
CUST1059,5,1
CUST1059,20,1
CUST1059,14,1
CUST1059,6,1
CUST1059,0,1
CUST1060,12,2
CUST1060,13,1
CUST1060,3,1
CUST1060,0,1
CUST1060,16,1
CUST1060,5,1
CUST1060,19,1
CUST1060,11,1
CUST1060,10,1
CUST1060,17,1
CUST1060,6,1
CUST1060,9,1
CUST1061,13,2
CUST1061,21,2
CUST1061,14,1
CUST1061,17,1
CUST1061,11,1
CUST1061,12,1
CUST1061,16,1
CUST1061,22,1
CUST1061,9,1
CUST1061,10,1
CUST1061,6,1
CUST1061,15,1
CUST1061,8,1
CUST1062,14,2
CUST1062,15,2
CUST1062,19,1
CUST1062,6,1
CUST1062,4,1
CUST1063,2,2
CUST1063,20,1
CUST1063,12,1
CUST1063,16,1
CUST1063,0,1
CUST1064,20,2
CUST1064,18,1
CUST1064,6,1
CUST1064,23,1
CUST1064,14,1
CUST1065,5,1
CUST1065,6,1
CUST1065,1,1
CUST1065,3,1
CUST1065,17,1
CUST1065,7,1
CUST1066,5,2
CUST1066,12,2
CUST1066,8,1
CUST1066,17,1
CUST1066,13,1
CUST1066,20,1
CUST1066,15,1
CUST1066,2,1
CUST1067,17,1
CUST1067,13,1
CUST1067,3,1
CUST1067,7,1
CUST1067,11,1
CUST1067,19,1
CUST1067,1,1
CUST1068,18,3
CUST1068,5,2
CUST1068,4,2
CUST1068,15,1
CUST1068,16,1
CUST1068,0,1
CUST1068,20,1
CUST1068,23,1
CUST1068,1,1
CUST1068,10,1
CUST1068,3,1
CUST1068,8,1
CUST1068,11,1
CUST1069,11,2
CUST1069,0,2
CUST1069,21,2
CUST1069,1,1
CUST1069,22,1
CUST1069,19,1
CUST1069,13,1
CUST1069,14,1
CUST1069,9,1
CUST1069,17,1
CUST1069,8,1
CUST1069,7,1
CUST1070,6,3
CUST1070,8,2
CUST1070,13,2
CUST1070,12,1
CUST1070,21,1
CUST1070,17,1
CUST1070,2,1
CUST1070,16,1
CUST1070,18,1
CUST1070,23,1
CUST1070,9,1
CUST1071,1,3
CUST1071,2,2
CUST1071,8,1
CUST1071,15,1
CUST1071,11,1
CUST1071,16,1
CUST1071,0,1
CUST1071,17,1
CUST1071,19,1
CUST1071,3,1
CUST1072,17,2
CUST1072,15,1
CUST1072,1,1
CUST1072,18,1
CUST1072,6,1
CUST1072,4,1
CUST1073,13,2
CUST1073,7,2
CUST1073,3,1
CUST1073,6,1
CUST1073,12,1
CUST1073,0,1
CUST1073,4,1
CUST1073,23,1
CUST1073,18,1
CUST1073,10,1
CUST1073,16,1
CUST1074,16,3
CUST1074,10,2
CUST1074,20,2
CUST1074,7,1
CUST1074,13,1
CUST1074,1,1
CUST1074,3,1
CUST1074,11,1
CUST1075,5,2
CUST1075,14,1
CUST1075,20,1
CUST1075,0,1
CUST1075,15,1
CUST1076,1,2
CUST1076,10,2
CUST1076,4,1
CUST1076,21,1
CUST1076,11,1
CUST1076,8,1
CUST1076,20,1
CUST1076,19,1
CUST1077,11,3
CUST1077,9,2
CUST1077,8,2
CUST1077,6,2
CUST1077,10,1
CUST1077,15,1
CUST1077,20,1
CUST1077,18,1
CUST1077,5,1
CUST1077,22,1
CUST1077,2,1
CUST1078,17,2
CUST1078,6,2
CUST1078,8,1
CUST1078,7,1
CUST1078,16,1
CUST1078,21,1
CUST1078,1,1
CUST1078,4,1
CUST1078,15,1
CUST1079,19,3
CUST1079,9,2
CUST1079,0,2
CUST1079,13,1
CUST1079,14,1
CUST1079,17,1
CUST1079,12,1
CUST1079,1,1
CUST1080,15,2
CUST1080,4,1
CUST1080,19,1
CUST1080,6,1
CUST1080,3,1
CUST1080,5,1
CUST1080,14,1
CUST1080,8,1
CUST1081,11,3
CUST1081,0,2
CUST1081,17,2
CUST1081,12,1
CUST1081,13,1
CUST1081,23,1
CUST1081,9,1
CUST1081,4,1
CUST1081,20,1
CUST1081,19,1
CUST1082,13,2
CUST1082,16,2
CUST1082,1,2
CUST1082,21,1
CUST1082,22,1
CUST1082,17,1
CUST1082,9,1
CUST1082,5,1
CUST1082,6,1
CUST1082,18,1
CUST1083,22,3
CUST1083,6,2
CUST1083,17,2
CUST1083,11,2
CUST1083,23,2
CUST1083,15,1
CUST1083,19,1
CUST1083,16,1
CUST1083,12,1
CUST1083,4,1
CUST1083,0,1
CUST1084,13,2
CUST1084,9,2
CUST1084,16,1
CUST1084,8,1
CUST1084,21,1
CUST1084,3,1
CUST1084,5,1
CUST1084,15,1
CUST1084,23,1
CUST1085,19,2
CUST1085,14,2
CUST1085,16,1
CUST1085,4,1
CUST1085,12,1
CUST1085,13,1
CUST1085,6,1
CUST1085,20,1
CUST1085,11,1
CUST1085,0,1
CUST1085,5,1
CUST1085,17,1
CUST1086,22,2
CUST1086,16,1
CUST1086,13,1
CUST1086,20,1
CUST1086,19,1
CUST1086,14,1
CUST1086,6,1
CUST1086,21,1
CUST1086,17,1
CUST1087,19,2
CUST1087,4,2
CUST1087,3,2
CUST1087,16,1
CUST1087,14,1
CUST1087,23,1
CUST1087,17,1
CUST1087,8,1
CUST1087,18,1
CUST1087,2,1
CUST1088,11,2
CUST1088,7,2
CUST1088,20,1
CUST1088,13,1
CUST1088,9,1
CUST1088,10,1
CUST1088,21,1
CUST1088,18,1
CUST1089,2,2
CUST1089,11,2
CUST1089,13,1
CUST1089,17,1
CUST1089,8,1
CUST1089,1,1
CUST1090,13,1
CUST1090,3,1
CUST1090,23,1
CUST1090,17,1
CUST1090,8,1
CUST1090,15,1
CUST1090,5,1
CUST1090,22,1
CUST1090,12,1
CUST1090,7,1
CUST1090,4,1
CUST1091,0,2
CUST1091,2,2
CUST1091,13,1
CUST1091,18,1
CUST1091,11,1
CUST1091,15,1
CUST1091,4,1
CUST1091,10,1
CUST1091,6,1
CUST1091,5,1
CUST1091,16,1
CUST1092,2,2
CUST1092,6,1
CUST1092,11,1
CUST1092,18,1
CUST1092,9,1
CUST1092,12,1
CUST1093,0,2
CUST1093,9,2
CUST1093,22,2
CUST1093,21,1
CUST1093,15,1
CUST1093,19,1
CUST1093,5,1
CUST1093,17,1
CUST1094,17,1
CUST1094,6,1
CUST1094,15,1
CUST1094,0,1
CUST1094,2,1
CUST1094,22,1
CUST1094,19,1
CUST1094,21,1
CUST1094,14,1
CUST1094,16,1
CUST1094,9,1
CUST1095,3,2
CUST1095,2,2
CUST1095,1,2
CUST1095,0,1
CUST1095,19,1
CUST1095,23,1
CUST1095,8,1
CUST1095,14,1
CUST1095,13,1
CUST1096,12,2
CUST1096,1,2
CUST1096,5,1
CUST1096,17,1
CUST1096,22,1
CUST1096,2,1
CUST1096,15,1
CUST1096,20,1
CUST1096,19,1
CUST1096,3,1
CUST1096,7,1
CUST1097,2,3
CUST1097,9,2
CUST1097,17,1
CUST1097,6,1
CUST1097,12,1
CUST1097,18,1
CUST1097,20,1
CUST1098,9,3
CUST1098,18,2
CUST1098,2,1
CUST1098,21,1
CUST1098,15,1
CUST1098,1,1
CUST1098,13,1
CUST1098,4,1
CUST1098,10,1
CUST1098,14,1
CUST1098,11,1
CUST1099,17,3
CUST1099,15,1
CUST1099,13,1
CUST1099,23,1
CUST1099,5,1
CUST1099,7,1
CUST1100,1,2
CUST1100,0,1
CUST1100,20,1
CUST1100,14,1
CUST1100,10,1
CUST1100,3,1
CUST1100,6,1
CUST1100,11,1
CUST1100,21,1
CUST1100,15,1
CUST1101,20,1
CUST1101,0,1
CUST1101,5,1
CUST1101,7,1
CUST1101,19,1
CUST1101,10,1
CUST1101,22,1
CUST1101,2,1
CUST1101,6,1
CUST1102,8,2
CUST1102,23,1
CUST1102,13,1
CUST1102,20,1
CUST1102,2,1
CUST1102,11,1
CUST1102,9,1
CUST1102,17,1
CUST1103,19,2
CUST1103,9,2
CUST1103,15,2
CUST1103,3,1
CUST1103,4,1
CUST1103,11,1
CUST1103,12,1
CUST1103,1,1
CUST1104,19,2
CUST1104,0,1
CUST1104,4,1
CUST1104,3,1
CUST1104,21,1
CUST1105,22,2
CUST1105,23,2
CUST1105,4,2
CUST1105,9,1
CUST1105,12,1
CUST1105,15,1
CUST1105,20,1
CUST1105,2,1
CUST1106,23,2
CUST1106,20,2
CUST1106,17,1
CUST1106,14,1
CUST1106,4,1
CUST1106,18,1
CUST1106,7,1
CUST1106,0,1
CUST1106,22,1
CUST1106,2,1
CUST1106,3,1
CUST1107,22,2
CUST1107,5,1
CUST1107,18,1
CUST1107,15,1
CUST1107,3,1
CUST1107,9,1
CUST1107,13,1
CUST1107,4,1
CUST1107,21,1
CUST1108,16,2
CUST1108,3,2
CUST1108,20,2
CUST1108,1,1
CUST1108,15,1
CUST1108,9,1
CUST1108,13,1
CUST1108,7,1
CUST1108,14,1
CUST1109,22,2
CUST1109,16,2
CUST1109,18,2
CUST1109,12,1
CUST1109,20,1
CUST1109,9,1
CUST1109,5,1
CUST1109,23,1
CUST1110,6,3
CUST1110,20,2
CUST1110,1,1
CUST1110,0,1
CUST1110,18,1
CUST1110,11,1
CUST1111,21,1
CUST1111,15,1
CUST1111,16,1
CUST1111,0,1
CUST1111,6,1
CUST1111,19,1
CUST1111,7,1
CUST1112,6,2
CUST1112,22,1
CUST1112,21,1
CUST1112,17,1
CUST1112,3,1
CUST1112,18,1
CUST1112,14,1
CUST1113,15,1
CUST1113,12,1
CUST1113,22,1
CUST1113,10,1
CUST1113,16,1
CUST1113,3,1
CUST1113,8,1
CUST1113,14,1
CUST1114,0,1
CUST1114,5,1
CUST1114,18,1
CUST1114,21,1
CUST1114,2,1
CUST1114,14,1
CUST1115,3,2
CUST1115,10,1
CUST1115,6,1
CUST1115,22,1
CUST1115,23,1
CUST1115,20,1
CUST1115,13,1
CUST1116,6,3
CUST1116,5,2
CUST1116,17,2
CUST1116,3,1
CUST1116,0,1
CUST1116,13,1
CUST1117,6,2
CUST1117,21,2
CUST1117,10,2
CUST1117,23,1
CUST1117,5,1
CUST1117,8,1
CUST1117,20,1
CUST1117,15,1
CUST1117,13,1
CUST1118,8,2
CUST1118,5,2
CUST1118,20,1
CUST1118,7,1
CUST1118,12,1
CUST1118,10,1
CUST1119,11,2
CUST1119,23,1
CUST1119,0,1
CUST1119,19,1
CUST1119,15,1
CUST1119,10,1
CUST1119,9,1
CUST1120,8,2
CUST1120,7,2
CUST1120,3,1
CUST1120,23,1
CUST1120,16,1
CUST1120,6,1
CUST1121,21,2
CUST1121,12,1
CUST1121,1,1
CUST1121,10,1
CUST1121,7,1
CUST1121,8,1
CUST1121,11,1
CUST1121,17,1
CUST1121,23,1
CUST1121,20,1
CUST1121,2,1
CUST1121,14,1
CUST1121,9,1
CUST1122,1,1
CUST1122,22,1
CUST1122,12,1
CUST1122,8,1
CUST1122,0,1
CUST1122,3,1
CUST1122,17,1
CUST1122,16,1
CUST1122,4,1
CUST1122,13,1
CUST1123,7,2
CUST1123,17,2
CUST1123,9,1
CUST1123,14,1
CUST1123,16,1
CUST1123,10,1
CUST1123,23,1
CUST1124,2,2
CUST1124,11,2
CUST1124,10,1
CUST1124,13,1
CUST1124,4,1
CUST1124,18,1
CUST1124,17,1
CUST1124,6,1
CUST1124,21,1
CUST1125,6,2
CUST1125,7,1
CUST1125,19,1
CUST1125,11,1
CUST1125,14,1
CUST1125,5,1
CUST1125,3,1
CUST1125,0,1
CUST1125,15,1
CUST1125,9,1
CUST1126,13,2
CUST1126,3,2
CUST1126,15,2
CUST1126,20,1
CUST1126,23,1
CUST1126,5,1
CUST1126,7,1
CUST1126,2,1
CUST1126,8,1
CUST1126,6,1
CUST1126,21,1
CUST1127,19,2
CUST1127,9,1
CUST1127,6,1
CUST1127,12,1
CUST1127,23,1
CUST1127,14,1
CUST1127,11,1
CUST1127,13,1
CUST1128,13,2
CUST1128,23,1
CUST1128,20,1
CUST1128,14,1
CUST1128,9,1
CUST1128,4,1
CUST1128,12,1
CUST1128,10,1
CUST1128,15,1
CUST1128,22,1
CUST1129,13,2
CUST1129,7,2
CUST1129,0,1
CUST1129,14,1
CUST1129,1,1
CUST1129,19,1
CUST1129,18,1
CUST1129,2,1
CUST1129,10,1
CUST1129,12,1
CUST1130,7,2
CUST1130,17,2
CUST1130,2,2
CUST1130,4,1
CUST1130,10,1
CUST1130,11,1
CUST1130,22,1
CUST1130,18,1
CUST1130,3,1
CUST1130,12,1
CUST1130,6,1
CUST1130,16,1
CUST1131,13,1
CUST1131,3,1
CUST1131,15,1
CUST1131,19,1
CUST1132,23,2
CUST1132,11,2
CUST1132,13,1
CUST1132,4,1
CUST1132,18,1
CUST1132,8,1
CUST1132,6,1
CUST1132,9,1
CUST1133,23,1
CUST1133,3,1
CUST1133,4,1
CUST1133,17,1
CUST1133,13,1
CUST1133,2,1
CUST1133,9,1
CUST1133,7,1
CUST1133,5,1
CUST1134,13,3
CUST1134,2,2
CUST1134,19,2
CUST1134,18,1
CUST1134,5,1
CUST1134,11,1
CUST1134,8,1
CUST1134,3,1
CUST1134,0,1
CUST1134,4,1
CUST1134,1,1
CUST1135,6,2
CUST1135,11,1
CUST1135,21,1
CUST1135,22,1
CUST1135,7,1
CUST1135,14,1
CUST1135,23,1
CUST1135,2,1
CUST1135,3,1
CUST1135,16,1
CUST1136,13,2
CUST1136,7,2
CUST1136,14,2
CUST1136,8,1
CUST1136,6,1
CUST1136,18,1
CUST1136,20,1
CUST1136,0,1
CUST1136,1,1
CUST1136,22,1
CUST1136,10,1
CUST1136,4,1
CUST1136,12,1
CUST1137,23,3
CUST1137,8,1
CUST1137,2,1
CUST1137,20,1
CUST1137,15,1
CUST1137,3,1
CUST1137,14,1
CUST1138,2,1
CUST1138,1,1
CUST1138,9,1
CUST1138,7,1
CUST1138,12,1
CUST1138,18,1
CUST1138,0,1
CUST1138,10,1
CUST1138,14,1
CUST1139,10,2
CUST1139,17,2
CUST1139,12,1
CUST1139,14,1
CUST1139,1,1
CUST1139,4,1
CUST1139,20,1
CUST1139,6,1
CUST1139,3,1
CUST1139,7,1
CUST1140,12,3
CUST1140,2,3
CUST1140,21,1
CUST1140,7,1
CUST1140,15,1
CUST1140,20,1
CUST1140,3,1
CUST1140,11,1
CUST1140,13,1
CUST1140,17,1
CUST1140,19,1
CUST1141,5,2
CUST1141,7,2
CUST1141,19,2
CUST1141,23,2
CUST1141,16,1
CUST1141,3,1
CUST1141,14,1
CUST1141,22,1
CUST1141,9,1
CUST1142,5,3
CUST1142,0,3
CUST1142,21,2
CUST1142,20,2
CUST1142,22,1
CUST1142,1,1
CUST1142,16,1
CUST1142,7,1
CUST1142,9,1
CUST1142,12,1
CUST1143,12,2
CUST1143,22,1
CUST1143,10,1
CUST1143,14,1
CUST1143,11,1
CUST1143,23,1
CUST1144,19,2
CUST1144,21,1
CUST1144,20,1
CUST1144,0,1
CUST1144,3,1
CUST1145,12,4
CUST1145,17,1
CUST1145,6,1
CUST1145,16,1
CUST1145,21,1
CUST1145,15,1
CUST1146,15,3
CUST1146,16,2
CUST1146,4,2
CUST1146,2,2
CUST1146,17,1
CUST1146,12,1
CUST1146,18,1
CUST1146,6,1
CUST1146,20,1
CUST1146,14,1
CUST1146,1,1
CUST1146,11,1
CUST1147,9,2
CUST1147,22,2
CUST1147,21,2
CUST1147,20,2
CUST1147,18,1
CUST1147,10,1
CUST1147,3,1
CUST1147,11,1
CUST1147,13,1
CUST1148,22,1
CUST1148,16,1
CUST1148,5,1
CUST1149,19,2
CUST1149,11,2
CUST1149,14,1
CUST1149,15,1
CUST1149,9,1
CUST1149,4,1
CUST1149,17,1
CUST1150,16,2
CUST1150,5,2
CUST1150,13,1
CUST1150,23,1
CUST1150,22,1
CUST1150,21,1
CUST1150,15,1
CUST1150,18,1
CUST1151,0,2
CUST1151,16,2
CUST1151,4,1
CUST1151,14,1
CUST1151,6,1
CUST1151,5,1
CUST1151,22,1
CUST1152,7,2
CUST1152,13,1
CUST1152,3,1
CUST1152,5,1
CUST1152,22,1
CUST1152,1,1
CUST1152,18,1
CUST1152,6,1
CUST1152,2,1
CUST1153,8,3
CUST1153,19,2
CUST1153,0,1
CUST1153,3,1
CUST1153,10,1
CUST1153,4,1
CUST1153,7,1
CUST1153,20,1
CUST1153,2,1
CUST1154,20,2
CUST1154,6,1
CUST1154,7,1
CUST1154,2,1
CUST1154,17,1
CUST1154,22,1
CUST1154,1,1
CUST1154,15,1
CUST1154,9,1
CUST1155,11,2
CUST1155,22,2
CUST1155,1,1
CUST1155,23,1
CUST1155,14,1
CUST1156,1,2
CUST1156,2,2
CUST1156,5,1
CUST1156,6,1
CUST1156,4,1
CUST1156,18,1
CUST1156,22,1
CUST1157,14,2
CUST1157,18,1
CUST1157,0,1
CUST1157,7,1
CUST1157,2,1
CUST1157,6,1
CUST1158,14,3
CUST1158,2,2
CUST1158,4,2
CUST1158,22,1
CUST1158,3,1
CUST1158,21,1
CUST1158,5,1
CUST1158,6,1
CUST1158,18,1
CUST1159,19,3
CUST1159,9,2
CUST1159,13,2
CUST1159,22,1
CUST1159,3,1
CUST1159,0,1
CUST1159,1,1
CUST1159,7,1
CUST1160,0,1
CUST1160,13,1
CUST1160,10,1
CUST1160,16,1
CUST1160,3,1
CUST1160,17,1
CUST1160,8,1
CUST1160,2,1
CUST1160,6,1
