customer_id,avg_transaction_value
CUST9726,2264.7511111111107
CUST6393,2476.2454545454543
CUST6656,958.3622222222223
CUST3426,2002.5325
CUST5526,2352.375
CUST9082,2700.7600000000007
CUST5747,2676.1875
CUST6437,2909.905714285714
CUST3647,1603.4642857142858
CUST3382,2769.039285714286
CUST5282,3118.3969230769226
CUST9547,2941.318461538462
CUST3565,2525.776999999999
CUST8887,2309.7746666666667
CUST6715,2922.3923076923074
CUST9339,2842.535
CUST5465,2172.7714285714287
CUST5139,2568.8184615384616
CUST9665,2413.866666666667
CUST6249,2686.811111111111
CUST3039,3246.4500000000003
CUST6028,1736.1277777777777
CUST3258,1423.292727272727
CUST9404,2832.6876923076925
CUST5358,2295.0085714285715
CUST5604,2309.755454545454
CUST9158,1829.1080000000002
CUST3704,3472.4372727272726
CUST6574,2425.5171428571434
CUST9021,2344.87
CUST6494,2812.2059999999997
CUST4906,2892.395555555556
CUST3321,1737.883076923077
CUST6151,1775.6833333333336
CUST5221,3534.9339999999997
CUST2806,2522.3245454545454
CUST9785,2202.496
CUST7817,3429.6870000000004
CUST5040,2588.5228571428574
CUST3140,2858.756428571429
CUST6330,2042.1636363636362
CUST1917,2811.7490909090907
CUST3485,2785.663125
CUST8967,2650.7470000000003
CUST5585,2699.0855555555554
CUST9240,2811.949285714286
CUST6012,2470.681818181818
CUST3262,3555.119
CUST4845,2255.3115384615385
CUST2945,1702.8844444444446
CUST5362,3500.103
CUST9162,2923.437142857142
CUST8824,2526.5825
CUST9303,3251.397777777778
CUST5103,2454.06
CUST7954,2710.9280000000003
CUST1854,1914.2941666666663
CUST6273,2801.5333333333333
CUST3003,2839.432857142857
CUST4776,2558.7963636363634
CUST1506,3552.184
CUST2676,2690.825714285714
CUST7406,3074.4449999999997
CUST5994,2128.965454545454
CUST8576,2347.3914285714286
CUST3894,2073.5227272727275
CUST6885,1629.0484615384619
CUST8717,3084.7100000000005
CUST2417,2481.286
CUST7667,3087.8321428571435
CUST4517,1714.9882352941174
CUST1767,3103.021666666667
CUST7080,2589.883636363636
CUST7019,2549.1
CUST2269,3445.5339999999997
CUST8435,3151.0123076923087
CUST4369,2829.5266666666666
CUST1180,1767.657142857143
CUST1119,3288.6562500000005
CUST1445,2167.3754545454544
CUST4635,2395.0694117647054
CUST8169,2341.3149999999996
CUST7545,2604.785
CUST2735,2434.969285714286
CUST7724,1745.4230769230767
CUST2554,2916.309090909091
CUST8308,2451.762307692308
CUST8391,1279.114
CUST1624,3084.126875
CUST4454,2077.6625
CUST4108,3311.705454545455
CUST1378,2144.7014285714286
CUST4191,2058.905555555555
CUST8654,2535.937333333334
CUST2008,2866.19375
CUST2091,1839.54
CUST7278,1932.8866666666665
CUST6826,2478.2885714285717
CUST1201,2151.625
CUST1298,2441.979090909091
CUST4071,2876.0891666666666
CUST7301,2253.3475000000003
CUST7398,2377.531428571429
CUST2171,2863.54
CUST9956,2863.03
CUST8271,2774.7628571428572
CUST8089,2899.509230769231
CUST8010,2501.5366666666664
CUST5937,2407.572222222222
CUST2389,2602.3958333333335
CUST7160,2031.0643750000004
CUST2310,3083.648
CUST1060,2586.096153846154
CUST4210,2535.108333333333
CUST4289,2616.565
CUST3837,2755.718181818182
CUST9815,2686.0666666666666
CUST7787,2584.3836842105266
CUST8332,2298.066
CUST1687,2475.7576923076917
CUST4132,3188.3500000000004
CUST1342,2459.157222222222
CUST6965,2134.789375
CUST2032,2693.25
CUST7242,2698.7346666666663
CUST2253,1936.8585714285714
CUST7023,2664.8962500000002
CUST5874,2947.494
CUST8496,2920.6288235294114
CUST3974,2004.8185714285719
CUST4353,2593.4418750000004
CUST1123,1811.831111111111
CUST4696,2779.397142857143
CUST8153,2512.837777777778
CUST2796,1364.0999999999997
CUST9598,3447.4825
CUST9501,2322.9714285714285
CUST5798,2529.6166666666663
CUST5701,3223.8991666666666
CUST3698,2850.1883333333335
CUST3601,2715.526
CUST6471,2852.5550000000003
CUST8982,3027.2055555555553
CUST3460,2329.934
CUST6689,1682.923
CUST6610,2529.9725
CUST5560,2369.2211111111114
CUST9760,3271.7725000000005
CUST9187,2369.6346153846152
CUST5642,2174.278571428572
CUST3742,2276.5792857142856
CUST6532,2743.9485714285715
CUST4839,3029.7611111111114
CUST3287,3193.649285714286
CUST5387,2634.8969230769235
CUST9442,2804.449
CUST2939,2839.0746153846153
CUST9623,2869.3545454545456
CUST7928,2704.9353333333333
CUST6296,2399.2805555555556
CUST1828,2173.1904545454545
CUST8858,3093.017777777777
CUST3523,2787.2175
CUST6753,2366.5224999999996
CUST5423,1611.5
CUST8921,2522.398333333333
CUST9206,2065.2408333333333
CUST5006,2573.4075000000003
CUST7851,1900.8133333333333
CUST1951,2998.9830769230766
CUST3106,1801.913333333333
CUST6376,1790.157
CUST3367,2944.7599999999998
CUST6117,1483.9566666666667
CUST4940,3114.562352941177
CUST2840,2597.951
CUST5267,2507.90125
CUST9067,3185.6653333333334
CUST9619,2217.9327272727273
CUST9680,2286.6290909090912
CUST7912,2187.8075
CUST5145,2193.1040000000003
CUST6235,2748.3320000000003
CUST3045,2840.184545454546
CUST1812,670.9549999999999
CUST8862,2559.0750000000003
CUST3580,2718.5
CUST3519,2802.6393749999997
CUST6769,2579.7985714285714
CUST5419,2804.4688888888886
CUST5480,2884.1093333333333
CUST9345,2205.1563636363635
CUST9124,1976.9500000000003
CUST5678,2840.1150000000002
CUST3778,2616.1858333333334
CUST6508,3077.6971428571437
CUST6591,3232.0733333333337
CUST4803,3689.1349999999998
CUST6054,2432.006
CUST3224,2968.543636363636
CUST5324,2991.540909090909
CUST9478,2245.706666666666
CUST2903,2522.3124999999995
CUST2451,2129.3290909090906
CUST7621,2897.23
CUST8294,2761.6388888888887
CUST4551,2474.433076923077
CUST1721,2240.193
CUST4094,2513.1340000000005
CUST8751,2741.5653846153846
CUST2194,2788.372142857142
CUST7185,2906.6321428571423
CUST8530,2400.2022222222217
CUST1085,2875.6592857142855
CUST4730,2338.0393750000003
CUST1540,2402.3945454545456
CUST2630,2925.605333333333
CUST7440,2588.0299999999997
CUST6919,2520.140625
CUST6980,2916.684
CUST8612,1802.0885714285712
CUST7762,2305.245454545455
CUST2512,2484.68375
CUST9869,2863.83
CUST1662,2194.084
CUST4412,3008.664285714286
CUST1403,2247.125
CUST4673,1770.3908333333336
CUST7503,2134.3536363636367
CUST2773,2589.619230769231
CUST5891,2572.5927272727267
CUST5808,2843.240909090909
CUST3991,2708.16875
CUST8473,2295.067857142857
CUST3908,3057.1
CUST7126,2420.3361538461536
CUST2356,2362.8526666666667
CUST5971,2440.3826315789474
CUST3871,2910.3849999999998
CUST8593,2850.2760000000003
CUST1026,2912.437647058823
CUST4256,1893.6790909090907
CUST4793,3152.504615384615
CUST8056,3150.708888888889
CUST2693,2499.2916666666665
CUST9910,1900.82
CUST9989,2072.957333333333
CUST7682,2002.717777777778
CUST8237,1758.8815384615386
CUST1782,2665.1633333333334
CUST1247,2298.049090909091
CUST4037,2481.7123076923076
CUST6860,1364.61375
CUST7347,2239.679333333333
CUST2137,2096.82625
CUST8115,2546.8262499999996
CUST1439,2476.9481818181816
CUST4649,2934.65875
CUST7539,2982.3646153846153
CUST2749,2850.931666666667
CUST5832,2128.536
CUST2215,2267.7172727272728
CUST7065,2309.6725
CUST4315,3179.180833333334
CUST1165,2644.4176470588236
CUST3932,2262.825
CUST6923,2802.5099999999998
CUST8449,3518.695714285714
CUST8628,2714.743
CUST4174,3075.164444444444
CUST1304,2432.004545454545
CUST2074,2364.549090909091
CUST7204,2702.78625
CUST7758,2630.196153846154
CUST9853,2923.3174999999997
CUST1658,1883.7708333333333
CUST2528,2249.98
CUST4428,2585.994
CUST8374,1985.7191666666668
CUST7620,2674.0806666666667
CUST2450,2449.639
CUST8295,2159.911666666667
CUST1720,2664.0525
CUST4550,2780.7654545454548
CUST4095,2433.174444444445
CUST8750,1258.6633333333334
CUST2195,2826.8990000000003
CUST7184,2786.6672727272726
CUST8531,2946.5063636363634
CUST1084,2075.365454545455
CUST1541,2186.957
CUST4731,2496.4853846153846
CUST7441,2700.127272727273
CUST2631,3257.1409999999996
CUST6981,2341.411
CUST8613,2716.081428571429
CUST6918,3153.8214285714284
CUST2513,2059.651764705882
CUST7763,2245.565333333333
CUST9868,2190.1430769230765
CUST4413,2725.750909090909
CUST1663,2759.3044444444445
CUST4672,2230.287272727273
CUST1402,3092.3242857142864
CUST2772,2015.0557142857142
CUST7502,2168.4406249999997
CUST5809,2797.221818181818
CUST5890,2638.431428571428
CUST8472,2077.6336363636365
CUST3909,2717.5975000000003
CUST3990,3037.0850000000005
CUST2357,3012.725454545455
CUST7127,2707.795555555555
CUST5970,2704.67
CUST8592,2807.4484615384613
CUST3870,2910.9566666666665
CUST4257,2081.3709090909088
CUST1027,1803.897777777778
CUST4792,3252.8614285714284
CUST8057,3309.8720000000003
CUST2692,2302.3735714285717
CUST9988,3260.716
CUST7683,2992.2225
CUST9911,2956.998
CUST8236,2211.957777777778
CUST1783,1854.1025
CUST4036,2477.1522222222216
CUST1246,2500.632857142857
CUST6861,2703.4575
CUST2136,2347.3461538461534
CUST7346,3038.198888888889
CUST8114,1761.9066666666668
CUST4648,2964.9630769230766
CUST1438,2839.49
CUST2748,2514.1099999999997
CUST7538,2043.9177777777777
CUST5833,2275.4754545454543
CUST7064,2327.5178571428573
CUST2214,2366.0662500000003
CUST1164,3000.084166666666
CUST4314,2402.9576470588236
CUST3933,2045.9608333333333
CUST8448,2398.7054545454544
CUST8629,2117.5346666666665
CUST6922,2105.8790909090912
CUST1305,2431.221666666667
CUST4175,3866.432307692308
CUST7205,2346.337857142857
CUST2075,2884.75
CUST9852,2334.5870000000004
CUST2529,2084.1057142857144
CUST7759,2115.412307692308
CUST4429,3023.08125
CUST1659,2254.8813333333337
CUST8375,2672.3385714285714
CUST9500,2578.4928571428572
CUST9599,2746.413333333333
CUST5700,2718.137777777778
CUST5799,3091.6853333333333
CUST3600,2765.967272727273
CUST3699,3494.465
CUST6470,2824.080833333333
CUST3461,2631.534285714286
CUST6611,2599.8993333333337
CUST8983,2775.4166666666665
CUST6688,2796.8675000000003
CUST5561,2748.5222222222224
CUST9761,1823.6781818181817
CUST9186,3155.5530000000003
CUST5643,2837.128888888889
CUST6533,2984.8230769230768
CUST3743,3063.7184615384617
CUST4838,1791.043846153846
CUST3286,2694.1349999999998
CUST5386,2747.4775
CUST2938,1995.6466666666668
CUST7929,2445.1236363636367
CUST9443,2085.842857142857
CUST9622,2270.1405263157894
CUST6297,2556.2447058823523
CUST1829,2176.06
CUST6752,2699.378888888889
CUST8859,3085.985454545455
CUST3522,3048.2454545454543
CUST5422,3742.683846153846
CUST8920,2787.7333333333336
CUST9207,2407.6459999999997
CUST5007,1634.16
CUST7850,2168.2245454545455
CUST1950,2256.122857142857
CUST6377,2970.4849999999997
CUST3107,2649.1572727272724
CUST6116,2652.2985714285714
CUST3366,2980.73
CUST4941,3044.46625
CUST2841,2110.576666666667
CUST5266,3028.5880000000006
CUST9066,2517.424166666666
CUST7913,2382.8633333333332
CUST9618,2810.3584615384616
CUST9681,2827.3290909090906
CUST5144,2938.7128571428575
CUST3044,1960.8314285714284
CUST6234,2378.7163157894743
CUST1813,2895.931818181818
CUST3581,3479.326
CUST6768,2370.9545454545455
CUST3518,2483.813333333333
CUST8863,2628.2725
CUST5481,2379.103
CUST5418,3257.825
CUST9344,3272.080000000001
CUST9125,2706.1444444444446
CUST5679,1852.6653846153845
CUST6509,2611.923333333333
CUST3779,3265.47
CUST6590,3843.4225000000006
CUST4802,2486.4235294117643
CUST3225,2514.934285714286
CUST6055,1169.8983333333333
CUST5325,1907.5091666666667
CUST2902,2634.176363636363
CUST9479,2176.0266666666666
CUST6283,2351.921875
CUST9636,2482.84625
CUST5436,2148.4627777777773
CUST6746,2987.989
CUST3536,2236.545
CUST6527,3123.5499999999997
CUST3757,2023.0385714285715
CUST9192,2284.6980000000003
CUST5657,1439.4866666666667
CUST5392,2828.858
CUST9457,2343.9813333333327
CUST3292,1915.9962500000001
CUST9229,2489.2992307692307
CUST5575,2685.326428571428
CUST3475,2536.1081818181815
CUST6605,2250.863684210526
CUST8997,2306.8799999999997
CUST6359,2546.264
CUST3129,2842.2659999999996
CUST5029,2843.348
CUST9775,2680.5490909090913
CUST9514,1399.419090909091
CUST5248,2581.2209090909087
CUST6138,2353.3208333333337
CUST3348,2164.2623076923073
CUST3614,2635.803636363636
CUST6464,1990.4433333333332
CUST5714,2703.530769230769
CUST9048,1758.3566666666666
CUST6584,2112.1845454545455
CUST9131,2061.8792857142857
CUST5331,1715.2990909090906
CUST2916,2899.973846153846
CUST4816,1959.9608333333333
CUST3231,2182.0014285714287
CUST6041,2574.94
CUST3050,1959.3192857142858
CUST6220,2212.721
CUST1807,3496.0739999999996
CUST9695,1886.99
CUST7907,2015.2327272727273
CUST5150,2070.7079999999996
CUST5495,3439.24
CUST9350,3533.5475
CUST3595,2384.0855555555554
CUST8877,2448.5028571428566
CUST2855,2477.0350000000003
CUST5272,1963.351111111111
CUST6102,2465.317777777778
CUST3372,2404.2675000000004
CUST4955,1911.081666666667
CUST9072,1712.006666666667
CUST9213,2511.071111111111
CUST8934,2659.295384615385
CUST1944,2522.426875
CUST6363,2080.242222222222
CUST3113,1815.04
CUST5013,2026.8687499999999
CUST7844,1313.783
CUST2766,2262.6890909090907
CUST7516,2642.2549999999997
CUST4666,3320.811111111111
CUST1416,2023.2466666666667
CUST8466,2311.147777777778
CUST3984,3625.071428571428
CUST5884,2505.0625
CUST8607,2404.7155555555555
CUST6995,1783.82
CUST4407,1687.827142857143
CUST1677,2438.29375
CUST2507,1698.3400000000001
CUST7777,2528.093571428571
CUST8525,2679.3611111111113
CUST4279,2010.8433333333332
CUST1090,2565.687272727273
CUST1009,1882.2329999999997
CUST7190,1676.9341666666667
CUST2379,1749.7145454545455
CUST7109,2841.796153846154
CUST7455,2826.4666666666667
CUST2625,2507.4714285714285
CUST1555,2813.114545454545
CUST4725,2815.785
CUST8079,1839.1999999999998
CUST8218,2169.863636363636
CUST8281,3066.692222222222
CUST1734,2245.16625
CUST4544,2704.0233333333326
CUST7634,2123.4955555555553
CUST2444,3158.7271428571435
CUST2118,3063.1388888888887
CUST7368,1929.59
CUST4018,1804.9963636363636
CUST2181,2844.761333333333
CUST4081,2189.589166666667
CUST1268,3162.0728571428576
CUST8744,2557.250909090909
CUST7211,3089.8991666666666
CUST7288,2144.44
CUST2061,2159.207
CUST6936,2950.0321428571433
CUST1311,3011.2215384615383
CUST1388,3065.79
CUST4161,2884.7728571428565
CUST8361,2241.756
CUST9846,2306.6349999999998
CUST8199,2552.067857142857
CUST8100,1993.7349999999997
CUST1170,2843.0428571428565
CUST4399,2660.0
CUST4300,2889.2374999999997
CUST3927,2318.691428571429
CUST5827,1771.2158333333334
CUST2299,1865.9419999999998
CUST7070,2773.811
CUST2200,1922.6053846153843
CUST8222,2835.4581250000006
CUST1797,3196.3446153846157
CUST7697,2074.9839999999995
CUST9905,2082.5142857142855
CUST2122,1990.6299999999999
CUST7352,2498.068
CUST4022,2213.6059999999998
CUST1252,2794.79875
CUST6875,2448.7953846153846
CUST8586,2614.5042857142857
CUST3864,2141.395555555556
CUST4243,2506.3878571428572
CUST1033,2144.6646153846154
CUST2343,2440.314285714286
CUST7133,2824.764444444445
CUST5964,2728.910666666667
CUST2686,2746.398
CUST4786,2249.3824999999997
CUST8043,2663.918
CUST7517,2643.5055555555555
CUST2767,2830.9457142857145
CUST1417,2152.3105263157895
CUST4667,1727.9850000000001
CUST3985,2269.6715384615386
CUST8467,2458.144285714286
CUST5885,2878.231111111111
CUST8606,1991.7281249999996
CUST6994,3189.34
CUST1676,1425.5233333333335
CUST4406,2759.0530769230772
CUST7776,2231.1053846153845
CUST2506,2906.637142857143
CUST8524,2477.9328571428573
CUST1008,2699.412
CUST1091,1089.7038461538461
CUST7108,2105.002222222222
CUST4278,2041.267272727273
CUST2378,2720.6828571428573
CUST7191,2373.8014285714285
CUST2624,2717.037142857143
CUST7454,2997.6407692307694
CUST4724,2665.580588235294
CUST1554,2636.6018181818185
CUST8078,3003.342222222222
CUST8280,3180.336111111111
CUST8219,1875.2483333333332
CUST4545,4487.406666666667
CUST1735,2585.2942857142857
CUST2445,2631.281818181818
CUST7635,2325.5779999999995
CUST2180,2855.397692307692
CUST7369,3072.7900000000004
CUST2119,2134.7628571428572
CUST4080,2543.84
CUST1269,3347.047272727273
CUST4019,2490.5285714285715
CUST8745,2334.718888888889
CUST7289,2433.355384615384
CUST2060,3210.925
CUST7210,2716.147692307692
CUST6937,3425.6099999999997
CUST1389,1885.7061538461542
CUST4160,1984.5509999999995
CUST1310,1890.1149999999998
CUST8360,1884.8245454545458
CUST9847,2530.3
CUST8101,2470.945833333333
CUST8198,3150.093636363637
CUST4301,2436.167777777778
CUST1171,3210.0727272727268
CUST4398,2622.6183333333333
CUST3926,3014.0
CUST5826,2296.4212500000003
CUST2201,2559.5299999999997
CUST7071,2524.340714285714
CUST2298,1776.7128571428568
CUST8223,3049.904
CUST1796,2338.52625
CUST9904,2825.151428571429
CUST7696,2647.383846153846
CUST7353,2236.3372727272726
CUST2123,2354.8500000000004
CUST1253,2514.085555555556
CUST4023,2411.2958823529416
CUST6874,2613.2509090909093
CUST3865,2287.192
CUST8587,2453.8533333333335
CUST1032,2362.519230769231
CUST4242,2312.5281818181816
CUST7132,2364.326
CUST2342,1663.5555555555554
CUST5965,2043.5027272727273
CUST2687,2345.2309999999998
CUST4787,2523.4363636363637
CUST8042,2219.548
CUST6282,2630.527272727273
CUST9637,2132.014285714286
CUST5437,2117.996153846154
CUST3537,2979.0153846153844
CUST6747,2695.9564285714287
CUST3756,2823.7143750000005
CUST6526,2195.9445454545457
CUST9193,2288.8319999999994
CUST5656,2272.3122222222228
CUST5393,2319.4109090909087
CUST9456,2418.3076923076924
CUST3293,2695.3187500000004
CUST9228,2304.951666666667
CUST5574,2553.641
CUST8996,2422.4309999999996
CUST3474,3529.105
CUST6604,3260.8700000000003
CUST3128,2860.2858333333334
CUST6358,3664.79
CUST5028,2537.0113333333334
CUST9774,2255.602222222222
CUST9515,2367.63875
CUST5249,1285.1654545454546
CUST3349,2041.2200000000003
CUST6139,2663.362727272727
CUST6465,2485.788181818182
CUST3615,1688.5085714285713
CUST5715,3029.334
CUST9049,2214.525454545455
CUST6585,2124.584545454545
CUST9130,3574.7872727272725
CUST5330,2750.4709090909087
CUST2917,3333.9185714285713
CUST4817,2182.003571428571
CUST6040,2860.4
CUST3230,1730.414
CUST6221,2220.585714285714
CUST3051,2770.0184615384615
CUST1806,3025.5049999999997
CUST7906,2442.5223076923075
CUST9694,2316.7188888888886
CUST5151,2427.3853846153843
CUST5494,2569.2128571428575
CUST9351,1871.314166666666
CUST8876,2405.3855555555556
CUST3594,2174.996
CUST2854,2323.125238095238
CUST5273,2857.902777777778
CUST3373,2276.6487500000003
CUST6103,3129.975
CUST4954,1919.4855555555555
CUST9073,2663.0107692307693
CUST9212,2692.4075
CUST8935,2354.9399999999996
CUST1945,3267.427777777778
CUST3112,1739.0900000000001
CUST6362,2913.235
CUST5012,2652.5525000000002
CUST7845,2527.1191666666664
CUST8385,2851.48
CUST1630,2833.5855555555554
CUST4440,2635.81
CUST7730,2028.9508333333333
CUST2540,2589.2549999999997
CUST2085,2340.2715384615385
CUST4185,1836.6025
CUST8640,2268.81
CUST8421,2420.2490000000003
CUST1194,3584.798
CUST7094,1299.8987499999998
CUST7551,2954.554705882353
CUST2721,2974.18125
CUST1451,3060.1361538461542
CUST4621,2206.6225
CUST6891,1999.111111111111
CUST8703,2350.3342857142857
CUST6808,3556.28625
CUST4503,3029.7685714285717
CUST1773,2604.264
CUST9978,2598.3418181818183
CUST2403,3138.87
CUST7673,3018.151875
CUST2662,3393.2174999999997
CUST7412,3220.873846153846
CUST4762,2080.9710000000005
CUST1512,1476.9329999999998
CUST8562,3014.2699999999995
CUST3819,2779.02625
CUST3880,2882.2425
CUST5919,2436.348
CUST5980,2723.5739999999996
CUST8482,2937.26375
CUST3960,2564.226923076923
CUST4347,2329.405
CUST1137,3302.08
CUST2247,1776.0545454545456
CUST7037,2147.9500000000003
CUST5860,2760.328571428571
CUST2782,2534.077777777778
CUST4682,3075.5664705882346
CUST8147,3114.6377777777775
CUST8326,2006.9190000000003
CUST1693,2497.076923076923
CUST9898,2936.881538461539
CUST7793,2342.061818181818
CUST9801,1804.6322222222223
CUST2026,2669.2087500000002
CUST7256,2690.7400000000007
CUST4126,2345.49375
CUST1356,2388.936153846154
CUST6971,2302.96
CUST2658,2376.7408333333333
CUST7428,1606.584
CUST8004,2341.392727272727
CUST4758,2213.7041666666664
CUST1528,2989.76
CUST1074,2323.7391666666663
CUST4204,2722.465833333333
CUST8558,2566.6439999999993
CUST3823,2702.8618181818183
CUST5923,2860.122307692308
CUST7174,2157.0938461538462
CUST2304,2224.706
CUST7315,2199.7741666666666
CUST2165,2141.8577777777773
CUST8739,2812.3854545454546
CUST6832,2227.8009090909095
CUST1215,2316.1814285714286
CUST4065,2619.8533333333335
CUST4539,3211.052222222222
CUST1749,2932.0791666666664
CUST8265,2478.77
CUST2439,1306.3378571428573
CUST9942,1777.3553846153845
CUST7649,2501.8141666666666
CUST9410,3279.9833333333336
CUST9489,3328.8520000000003
CUST3710,1689.2766666666666
CUST6560,2320.791428571429
CUST3789,3190.8042857142855
CUST5610,2318.7166666666667
CUST5689,937.4241666666666
CUST5471,2593.44
CUST6798,2318.823636363636
CUST3571,1681.9212499999999
CUST6701,2776.9114285714286
CUST8893,2496.038333333334
CUST9671,2872.1349999999998
CUST6423,2214.955
CUST3653,2437.4475
CUST9096,2695.6157142857146
CUST5753,2280.400666666667
CUST5296,3030.0136363636366
CUST2828,2427.53
CUST9553,2753.139090909091
CUST4928,2601.253333333333
CUST3396,2725.2400000000002
CUST6387,2522.7536363636364
CUST1939,2230.477142857143
CUST7839,2233.544375
CUST9732,2785.373
CUST5532,2103.8355555555554
CUST6642,2333.973076923077
CUST3432,2774.7425
CUST8949,2670.1125
CUST9317,2737.3907142857142
CUST8830,1884.9685714285715
CUST1840,2709.4813333333327
CUST6267,1981.419090909091
CUST3017,1261.946
CUST5117,2520.31625
CUST7940,3332.345
CUST2951,2062.1324999999997
CUST5376,1390.905
CUST6006,2261.807333333333
CUST3276,2318.1711111111113
CUST4851,3085.407857142857
CUST9176,2350.7307142857144
CUST3154,2816.4121428571425
CUST6324,2761.338
CUST1903,1643.618
CUST7803,3021.7344444444443
CUST9791,1573.4388888888889
CUST9708,2539.557
CUST5054,2837.978
CUST5591,2276.8027272727277
CUST5508,3024.76923076923
CUST9254,2607.5425
CUST3491,2934.0566666666673
CUST6678,1983.0649999999998
CUST3408,3324.2794117647068
CUST6419,2504.4386666666674
CUST8973,3045.3419999999996
CUST3669,2720.295714285715
CUST6480,2348.571
CUST9035,2776.05125
CUST5769,2502.0936363636365
CUST5235,3183.0440000000003
CUST9569,2876.1338461538467
CUST2812,2111.9722222222217
CUST4912,2683.485833333333
CUST3335,2038.4262499999998
CUST6145,2787.7028571428573
CUST9488,1943.119090909091
CUST9411,2492.415384615385
CUST3788,3103.90875
CUST6561,2687.75625
CUST3711,2436.9561538461544
CUST5688,2700.3136363636363
CUST5611,3354.5750000000003
CUST5470,3463.0499999999997
CUST8892,2463.12
CUST6700,3492.3525
CUST3570,2241.6576470588234
CUST6799,2085.34625
CUST9670,2611.74625
CUST3652,2427.745833333333
CUST6422,2653.7412500000005
CUST9097,2186.8335294117646
CUST5752,2969.067777777778
CUST5297,2606.629090909091
CUST9552,2758.6141666666663
CUST2829,2087.5516666666667
CUST4929,2511.685
CUST3397,1959.9336363636364
CUST6386,3506.119166666667
CUST1938,2504.3450000000003
CUST9733,2475.4725000000003
CUST7838,3007.30125
CUST5533,2135.2478571428574
CUST3433,2390.835
CUST8948,2655.571
CUST6643,3042.401666666667
CUST9316,2668.2255555555553
CUST8831,2709.935833333333
